"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"562","Tyler Seguin","DAL","C","72","1399.85","1747","1106","61.23","1287","830","60.79","932","590","61.24","112","69","61.88","882","557","61.29","360","260","58.06","58","47","55.24","522","297","63.74","27","9","75.00","733","447","62.12","18","12","60.00","12.02","88.31","1.003","345","351","161","858","68.18","713","524","360","66.45"
"352","Jakub Voracek","PHI","R","73","1356.7833333333","1680","1066","61.18","1216","777","61.01","870","590","59.59","79","48","62.20","765","483","61.30","329","199","62.31","44","29","60.27","436","284","60.56","25","7","78.13","789","466","62.87","10","7","58.82","9.08","91.86","1.009","384","340","204","845","65.31","678","488","391","63.42"
"897","Casey Nelson","BUF","D","7","103.75","93","59","61.18","67","44","60.36","49","26","65.33","8","5","61.54","35","31","53.03","15","17","46.88","2","5","28.57","20","14","58.82","4","0","100.00","50","21","70.42","2","0","100.00","16.33","80.77","0.971","16","12","12","98","57.14","36","29","22","62.07"
"580","Brendan Gallagher","MTL","R","53","878.53333333333","1077","685","61.12","788","519","60.29","569","385","59.64","65","31","67.71","464","305","60.34","209","133","61.11","23","13","63.89","255","172","59.72","24","7","77.42","510","304","62.65","16","8","66.67","11.42","91.95","1.034","279","248","119","594","70.10","412","327","233","63.88"
"693","Jonathan Marchessault","T.B","C","45","544.01666666667","599","381","61.12","462","292","61.27","340","215","61.26","29","23","55.77","303","170","64.06","124","67","64.92","15","14","51.72","179","103","63.48","11","6","64.71","275","182","60.18","3","3","50.00","8.53","89.30","0.978","119","119","69","368","63.30","204","171","136","60.00"
"156","Joe Pavelski","S.J","C","82","1624.9","1940","1236","61.08","1446","877","62.25","1033","621","62.45","125","59","67.93","945","549","63.25","414","210","66.35","66","27","70.97","531","339","61.03","35","16","68.63","862","551","61.00","21","11","65.63","12.10","90.50","1.026","413","334","193","1052","68.15","809","518","448","64.36"
"177","Mike Green","DET","D","74","1462.8666666667","1562","1000","60.97","1192","803","59.75","856","597","58.91","76","54","58.46","760","498","60.41","307","223","57.92","39","34","53.42","453","275","62.23","24","13","64.86","704","424","62.41","12","3","80.00","8.88","90.95","0.998","330","271","107","1094","75.51","659","398","225","74.55"
"637","Josh Leivo","TOR","L","12","147.8","167","107","60.95","116","83","58.29","70","56","55.56","9","6","60.00","57","44","56.44","20","15","57.14","4","2","66.67","37","29","56.06","2","4","33.33","97","55","63.82","2","0","100.00","12.86","89.29","1.021","46","25","15","118","75.41","67","28","30","69.07"
"27","Brad Richards","DET","C","68","1006.0166666667","1103","707","60.94","809","574","58.50","586","430","57.68","51","23","68.92","519","335","60.77","196","160","55.06","25","11","69.44","323","175","64.86","14","8","63.64","514","307","62.61","11","4","73.33","8.70","94.65","1.034","252","178","112","734","69.23","423","255","225","65.28"
"735","Brendan Leipsic","TOR","L","6","85.433333333333","106","68","60.92","80","52","60.61","55","34","61.80","4","3","57.14","48","29","62.34","17","13","56.67","2","1","66.67","31","16","65.96","2","1","66.67","53","32","62.35","0","1","0.00","7.27","91.18","0.984","21","20","17","68","55.26","40","22","29","57.97"
"825","Anthony Mantha","DET","R","10","117","143","92","60.85","112","75","59.89","86","53","61.87","10","10","50.00","76","47","61.79","30","21","58.82","4","6","40.00","46","26","63.89","3","2","60.00","53","36","59.55","3","2","60.00","11.63","81.13","0.928","40","31","10","76","80.00","57","43","19","75.00"
"328","Logan Couture","S.J","C","52","904.13333333333","1042","675","60.69","757","469","61.75","542","329","62.23","62","35","63.92","536","266","66.83","227","98","69.85","29","13","69.05","309","168","64.78","14","11","56.00","435","336","56.42","14","10","58.33","11.44","89.36","1.008","227","181","107","632","67.96","428","300","240","64.07"
"521","Tyler Toffoli","L.A","C","82","1419.65","1733","1125","60.64","1256","872","59.02","851","603","58.53","94","48","66.20","797","537","59.75","300","206","59.29","46","20","69.70","497","331","60.02","22","14","61.11","780","498","61.03","26","11","70.27","11.05","92.04","1.031","345","284","198","1014","63.54","644","451","402","61.57"
"482","Craig Smith","NSH","R","82","1245.15","1370","895","60.49","1028","657","61.01","743","509","59.35","67","49","57.76","641","401","61.52","249","161","60.73","34","32","51.52","392","240","62.03","19","9","67.86","626","376","62.48","14","5","73.68","9.02","90.37","0.994","406","308","53","937","88.45","609","405","146","80.66"
"247","Colin Greening","OTT, TOR","C","31","436.98333333333","513","337","60.35","364","265","57.87","248","191","56.49","21","19","52.50","218","142","60.56","88","66","57.14","11","8","57.89","130","76","63.11","7","7","50.00","258","168","60.56","3","4","42.86","8.47","90.05","0.985","114","91","58","315","66.28","162","127","115","58.48"
"212","Sidney Crosby","PIT","C","80","1637.55","1950","1283","60.32","1457","962","60.23","1084","712","60.36","114","60","65.52","994","578","63.23","393","271","59.19","57","36","61.29","601","307","66.19","38","12","76.00","836","588","58.71","17","11","60.71","10.52","91.57","1.021","453","416","270","970","62.66","858","592","507","62.86"
"235","Marc-Andre Gragnani","N.J","D","4","57.45","53","35","60.23","34","27","55.74","18","21","46.15","0","2","0.00","18","17","51.43","1","9","10.00","0","2","0.00","17","8","68.00","0","0","-","30","14","68.18","0","0","-","0.00","90.48","0.905","17","13","0","52","100.00","29","19","7","80.56"
"663","Nikita Kucherov","T.B","R","77","1402.35","1563","1036","60.14","1161","811","58.87","800","579","58.01","87","47","64.93","745","461","61.77","291","194","60.00","38","27","58.46","454","267","62.97","33","8","80.49","747","504","59.71","14","7","66.67","10.88","91.88","1.028","341","260","124","855","73.33","614","398","270","69.46"
"96","Alexander Semin","MTL","R","15","185.03333333333","214","142","60.11","154","104","59.69","109","76","58.92","9","6","60.00","94","66","58.75","29","27","51.79","5","3","62.50","65","39","62.50","3","2","60.00","104","61","63.03","1","1","50.00","8.26","92.11","1.004","50","49","19","136","72.46","80","62","38","67.80"
"149","Tyson Strachan","MIN","D","2","15.1","15","10","60.00","12","7","63.16","7","6","53.85","1","0","100.00","7","4","63.64","4","0","100.00","0","0","-","3","4","42.86","0","0","-","6","3","66.67","1","0","100.00","14.29","100.00","1.143","2","1","3","15","40.00","2","1","3","40.00"
"119","Eric Staal","CAR, NYR","C","83","1540.1","1770","1183","59.94","1311","912","58.97","892","634","58.45","69","57","54.76","813","571","58.74","367","256","58.91","36","29","55.38","446","315","58.61","13","17","43.33","830","506","62.13","19","6","76.00","7.74","91.01","0.987","379","354","211","986","64.24","660","485","368","64.20"
"587","John Klingberg","DAL","D","76","1723.85","2170","1457","59.83","1594","1136","58.39","1144","776","59.58","132","70","65.35","1079","716","60.11","452","323","58.32","69","44","61.06","627","393","61.47","32","14","69.57","897","598","60.00","18","10","64.29","11.54","90.98","1.025","304","373","182","1196","62.55","772","636","476","61.86"
"461","David Rundblad","CHI","D","9","129.35","125","84","59.81","90","72","55.56","69","56","55.20","4","3","57.14","60","43","58.25","26","25","50.98","2","1","66.67","34","18","65.38","2","1","66.67","58","37","61.05","0","0","-","5.80","94.64","1.004","23","33","10","110","69.70","44","55","22","66.67"
"291","Jamie McBain","L.A","D","44","538.4","606","408","59.76","442","313","58.54","291","226","56.29","24","15","61.54","268","195","57.88","114","78","59.38","13","8","61.90","154","117","56.83","6","3","66.67","278","180","60.70","5","4","55.56","8.25","93.36","1.016","134","86","43","504","75.71","239","141","101","70.29"
"450","Brayden Schenn","PHI","C","80","1351.5166666667","1650","1113","59.72","1193","840","58.68","863","632","57.73","87","45","65.91","706","516","57.77","299","203","59.56","51","29","63.75","407","313","56.53","23","7","76.67","793","492","61.71","12","5","70.59","10.08","92.88","1.030","375","305","145","890","72.12","649","413","325","66.63"
"137","Corey Perry","ANA","R","82","1452.0333333333","1645","1113","59.64","1234","823","59.99","853","598","58.79","90","49","64.75","793","539","59.53","333","221","60.11","56","35","61.54","460","318","59.13","20","11","64.52","744","486","60.49","11","2","84.62","10.55","91.81","1.024","360","269","128","1029","73.77","667","411","326","67.17"
"225","James Neal","NSH","L, R","82","1563.85","1722","1170","59.54","1278","847","60.14","911","635","58.93","100","38","72.46","776","492","61.20","278","179","60.83","49","19","72.06","498","313","61.41","21","8","72.41","811","535","60.25","27","8","77.14","10.98","94.02","1.050","426","376","171","954","71.36","735","519","343","68.18"
"858","Kevin Fiala","NSH","L","5","65.766666666667","78","53","59.54","54","37","59.34","37","30","55.22","1","1","50.00","28","23","54.90","10","11","47.62","1","1","50.00","18","12","60.00","0","0","-","40","27","59.70","0","0","-","2.70","96.67","0.994","18","21","5","42","78.26","26","30","8","76.47"
"739","Shayne Gostisbehere","PHI","D","64","1285.7833333333","1512","1031","59.46","1097","742","59.65","794","538","59.61","87","42","67.44","661","473","58.29","286","200","58.85","52","27","65.82","375","273","57.87","23","8","74.19","730","444","62.18","12","3","80.00","10.96","92.19","1.032","335","234","117","870","74.12","662","368","251","72.51"
"689","Rickard Rakell","ANA","C","72","1157.1833333333","1263","862","59.44","970","647","59.99","684","472","59.17","69","49","58.47","612","405","60.18","255","163","61.00","44","28","61.11","357","242","59.60","15","16","48.39","575","384","59.96","10","4","71.43","10.09","89.62","0.997","286","200","92","878","75.66","474","312","241","66.29"
"459","Peter Holland","TOR","C","65","953.28333333333","1058","723","59.40","794","559","58.68","528","407","56.47","35","38","47.95","478","326","59.45","195","123","61.32","20","13","60.61","283","203","58.23","11","18","37.93","519","339","60.49","4","6","40.00","6.63","90.66","0.973","240","210","144","722","62.50","366","283","266","57.91"
"77","Patrick Sharp","DAL","L","76","1338.95","1617","1106","59.38","1189","857","58.11","833","572","59.29","89","57","60.96","769","549","58.35","300","241","55.45","49","37","56.98","469","308","60.36","20","9","68.97","707","445","61.37","12","10","54.55","10.68","90.03","1.007","348","318","154","923","69.32","648","473","337","65.79"
"894","Dominik Simon","PIT","C","3","18.216666666667","19","13","59.38","15","9","62.50","14","7","66.67","1","1","50.00","11","6","64.71","5","3","62.50","0","1","0.00","6","3","66.67","0","0","-","8","5","61.54","1","0","100.00","7.14","85.71","0.929","4","8","1","15","80.00","6","9","1","85.71"
"531","Christian Thomas","ARI, MTL","L","6","53.633333333333","54","37","59.34","37","25","59.68","29","21","58.00","2","1","66.67","15","17","46.88","6","6","50.00","2","0","100.00","9","11","45.00","0","1","0.00","30","17","63.83","0","0","-","6.90","95.24","1.021","11","13","5","55","68.75","16","16","13","55.17"
"452","Nazem Kadri","TOR","C","76","1388.7833333333","1685","1163","59.16","1248","896","58.21","838","621","57.44","70","66","51.47","804","516","60.91","298","193","60.69","37","26","58.73","506","323","61.04","24","22","52.17","787","561","58.38","7","15","31.82","8.35","89.37","0.977","352","325","201","999","63.65","592","445","410","59.08"
"841","Daniel Carr","MTL","L","23","277.68333333333","298","206","59.13","225","152","59.68","163","103","61.28","12","10","54.55","132","90","59.46","61","32","65.59","8","7","53.33","71","58","55.04","4","2","66.67","144","97","59.75","0","1","0.00","7.36","90.29","0.977","67","81","43","225","60.91","109","98","68","61.58"
"893","Derek Ryan","CAR","C","6","73.216666666667","65","45","59.09","51","37","57.95","41","26","61.19","4","2","66.67","23","19","54.76","8","8","50.00","0","0","-","15","11","57.69","2","1","66.67","34","25","57.63","2","1","66.67","9.76","92.31","1.021","11","17","10","46","52.38","24","23","21","53.33"
"727","Derrick Pouliot","PIT","D","22","339.96666666667","374","259","59.08","267","186","58.94","195","138","58.56","15","11","57.69","180","105","63.16","74","55","57.36","11","7","61.11","106","50","67.95","1","1","50.00","164","127","56.36","3","2","60.00","7.69","92.03","0.997","48","78","50","290","48.98","96","108","102","48.48"
"131","Ryan Getzlaf","ANA","C","77","1501.95","1675","1169","58.90","1246","855","59.31","862","597","59.08","91","52","63.64","822","548","60.00","342","227","60.11","51","34","60.00","480","321","59.93","26","14","65.00","739","523","58.56","8","2","80.00","10.56","91.29","1.018","344","278","229","1007","60.03","623","429","467","57.16"
"862","Kasperi Kapanen","TOR","R","9","133.01666666667","149","104","58.89","102","84","54.84","65","60","52.00","1","3","25.00","57","43","57.00","15","17","46.88","0","1","0.00","42","26","61.76","1","1","50.00","88","52","62.86","0","1","0.00","1.54","95.00","0.965","47","31","7","89","87.04","66","46","19","77.65"
"835","Conor Sheary","PIT","L","44","429.13333333333","416","291","58.84","317","230","57.95","229","169","57.54","14","14","50.00","205","134","60.47","81","49","62.31","7","7","50.00","124","85","59.33","5","5","50.00","184","139","56.97","2","2","50.00","6.11","91.72","0.978","87","113","33","369","72.50","135","141","76","63.98"
"500","Anders Lee","NYI","L","80","1166.1666666667","1338","937","58.81","977","677","59.07","707","485","59.31","66","37","64.08","664","454","59.39","303","182","62.47","39","17","69.64","361","272","57.03","12","10","54.55","551","379","59.25","13","6","68.42","9.34","92.37","1.017","301","215","107","796","73.77","523","323","240","68.55"
"579","Kenny Agostino","CGY","L","2","27.1","27","19","58.70","20","16","55.56","17","13","56.67","0","2","0.00","14","11","56.00","7","6","53.85","0","1","0.00","7","5","58.33","0","1","0.00","13","8","61.90","0","0","-","0.00","84.62","0.846","4","7","6","22","40.00","6","10","11","35.29"
"118","Chris Kunitz","PIT","L","80","1345.9666666667","1513","1069","58.60","1113","794","58.36","824","576","58.86","79","42","65.29","717","483","59.75","278","218","56.05","42","25","62.69","439","265","62.36","27","6","81.82","687","485","58.62","9","10","47.37","9.59","92.71","1.023","350","372","201","954","63.52","590","499","355","62.43"
"490","Andrej Nestrasil","CAR","C","55","789.3","816","577","58.58","590","429","57.90","406","298","57.67","37","27","57.81","354","272","56.55","156","126","55.32","19","16","54.29","198","146","57.56","7","8","46.67","409","252","61.88","9","2","81.82","9.11","90.94","1.001","154","196","120","581","56.20","230","276","210","52.27"
"277","Claude Giroux","PHI","C","78","1602.6166666667","1944","1379","58.50","1419","1026","58.04","1025","771","57.07","91","77","54.17","847","661","56.17","345","284","54.85","49","47","51.04","502","377","57.11","28","18","60.87","921","593","60.83","12","7","63.16","8.88","90.01","0.989","423","384","351","959","54.65","788","531","606","56.53"
"725","Tomas Hertl","S.J","C","81","1293.8166666667","1404","997","58.48","1017","705","59.06","739","509","59.21","73","43","62.93","663","439","60.16","318","188","62.85","45","28","61.64","345","251","57.89","16","11","59.26","617","459","57.34","10","3","76.92","9.88","91.55","1.014","218","279","153","1064","58.76","404","458","363","52.67"
"141","Patrice Bergeron","BOS","C","80","1586.7833333333","1844","1311","58.45","1407","963","59.37","1026","701","59.41","95","71","57.23","831","574","59.15","300","227","56.93","55","38","59.14","531","347","60.48","23","15","60.53","904","621","59.28","12","11","52.17","9.26","89.87","0.991","315","427","429","904","42.34","701","613","736","48.78"
"542","Derek Forbort","L.A","D","14","154.63333333333","180","128","58.44","135","102","56.96","98","68","59.04","4","8","33.33","81","60","57.45","30","23","56.60","2","6","25.00","51","37","57.95","1","1","50.00","89","60","59.73","1","1","50.00","4.08","88.24","0.923","25","28","22","158","53.19","47","41","42","52.81"
"347","Patrick Kane","CHI","R","82","1672.8833333333","1790","1279","58.33","1281","970","56.91","970","744","56.59","128","67","65.64","775","625","55.36","295","273","51.94","58","36","61.70","480","352","57.69","42","18","70.00","872","557","61.02","27","9","75.00","13.20","90.99","1.042","415","327","90","1128","82.18","748","500","247","75.18"
"403","David Warsofsky","N.J, PIT","D","22","376.71666666667","413","295","58.33","313","230","57.64","226","162","58.25","11","16","40.74","183","148","55.29","73","57","56.15","9","12","42.86","110","91","54.73","1","2","33.33","197","127","60.80","1","2","33.33","4.87","90.12","0.950","79","56","27","347","74.53","163","94","69","70.26"
"828","Sergey Tolchinsky","CAR","L","2","23.583333333333","21","15","58.33","17","9","65.38","11","4","73.33","1","0","100.00","7","7","50.00","4","1","80.00","0","0","-","3","6","33.33","0","0","-","11","7","61.11","1","0","100.00","9.09","100.00","1.091","5","5","5","23","50.00","6","8","8","42.86"
"138","Patrick Eaves","DAL","R","54","700.63333333333","804","576","58.26","588","406","59.15","395","283","58.26","38","28","57.58","380","252","60.13","139","103","57.44","17","15","53.13","241","149","61.79","9","4","69.23","366","266","57.91","11","9","55.00","9.62","90.11","0.997","166","155","85","594","66.14","303","246","185","62.09"
"688","Vladislav Namestnikov","T.B","C","80","1129.2666666667","1124","806","58.24","838","619","57.52","596","444","57.31","54","29","65.06","500","348","58.96","202","130","60.84","22","15","59.46","298","218","57.75","22","9","70.97","567","385","59.56","10","3","76.92","9.06","93.47","1.025","232","242","114","779","67.05","403","355","260","60.78"
"670","Mark Scheifele","WPG","C","71","1316.9666666667","1442","1035","58.22","1078","774","58.21","765","567","57.43","82","54","60.29","723","505","58.88","287","227","55.84","39","30","56.52","436","278","61.06","29","13","69.05","635","436","59.29","13","7","65.00","10.72","90.48","1.012","267","278","167","874","61.52","484","415","341","58.67"
"708","Alex Galchenyuk","MTL","C","82","1333.2666666667","1523","1094","58.20","1129","808","58.29","796","584","57.68","81","66","55.10","681","514","56.99","300","221","57.58","36","41","46.75","381","293","56.53","26","11","70.27","719","453","61.35","19","9","67.86","10.18","88.70","0.989","439","313","122","955","78.25","660","419","264","71.43"
