"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"856","Alexander Wennberg","CBJ","C","24","1994-09-22","Stockholm","","SWE","SWE","74","196","2013","CBJ","1","14","14"
"201","Alexandre Bolduc","ARI","C","33","1985-06-26","Montreal","QC","CAN","CAN","75","200","2003","STL","4","26","127"
"164","Alexandre Burrows","VAN","L","37","1981-04-11","Pincourt","QC","CAN","CAN","73","197","-","-","-","-","-"
"249","Alexei Emelin","MTL","D","32","1986-04-25","Togliatti","","RUS","RUS","74","218","2004","MTL","3","19","84"
"704","Alexey Marchenko","DET","D","26","1992-01-02","Moscow","","RUS","RUS","75","210","2011","DET","7","24","205"
"597","Anders Lee","NYI","L","28","1990-07-03","Edina","MN","USA","USA","75","231","2009","NYI","6","1","152"
"165","Andre Benoit","BUF","D","34","1984-01-06","St. Albert","ON","CAN","CAN","71","190","-","-","-","-","-"
"841","Andre Burakovsky","WSH","L","23","1995-02-09","Klagenfurt","","AUT","SWE","75","201","2013","WSH","1","23","23"
"52","Andrei Markov","MTL","D","39","1978-12-20","Voskresensk","","RUS","RUS","72","200","1998","MTL","6","17","162"
"234","Andrej Meszaros","BUF","D","33","1985-10-13","Povaská Bystrica","","SVK","SVK","74","223","2004","OTT","1","23","23"
"584","Andrej Nestrasil","CAR, DET","C","27","1991-02-22","Prague","","CZE","CZE","75","200","2009","DET","3","14","75"
"248","Andrej Sekera","CAR, L.A","D","32","1986-06-08","Bojnice","","SVK","SVK","72","200","2004","BUF","3","6","71"
"827","Andrej Sustr","T.B","D","28","1990-11-29","Plzen","","CZE","CZE","79","217","-","-","-","-","-"
"605","Andrew Agozzino","COL","L","27","1991-01-03","Kleinburg","ON","CAN","CAN","70","187","-","-","-","-","-"
"486","Andrew Campbell","ARI","D","30","1988-02-04","Caledonia","ON","CAN","CAN","76","205","2008","L.A","3","13","74"
"289","Andrew Cogliano","ANA","L","31","1987-06-14","Toronto","ON","CAN","CAN","70","177","2005","EDM","1","25","25"
"840","Andrew Copp","WPG","C","24","1994-07-08","Ann Arbor","MI","USA","USA","73","206","2013","WPG","4","13","104"
"320","Andrew Desjardins","CHI, S.J","L","32","1986-07-27","Lively","ON","CAN","CAN","73","195","-","-","-","-","-"
"375","Andrew Ebbett","PIT","C","35","1983-01-02","Vernon","BC","CAN","CAN","69","174","-","-","-","-","-"
"30","Andrew Ference","EDM","D","39","1979-03-17","Edmonton","AB","CAN","CAN","71","182","1997","PIT","8","18","208"
"227","Andrew Ladd","WPG","L","32","1985-12-12","Maple Ridge","BC","CAN","CAN","75","192","2004","CAR","1","4","4"
"366","Andrew MacDonald","PHI","D","32","1986-09-07","Judique","NS","CAN","CAN","73","204","2006","NYI","6","7","160"
"509","Andrew MacWilliam","TOR","D","28","1990-03-25","Calgary","AB","CAN","CAN","74","223","2008","TOR","7","7","188"
"835","Andrew Miller","EDM","C","30","1988-09-18","Bloomfield Hills","MI","USA","USA","70","181","-","-","-","-","-"
"716","Andrew Shaw","CHI","C","27","1991-07-20","Belleville","ON","CAN","CAN","71","182","2011","CHI","5","18","139"
"725","Andy Andreoff","L.A","L","27","1991-05-17","Pickering","ON","CAN","CAN","73","188","2011","L.A","3","19","80"
"325","Andy Greene","N.J","D","36","1982-10-30","Trenton","MI","USA","USA","71","190","-","-","-","-","-"
"674","Anthony Bitetto","NSH","D","28","1990-07-15","Island Park","NY","USA","USA","73","210","2010","NSH","6","18","168"
"837","Anthony Duclair","NYR","L","23","1995-08-26","Pointe-Claire","QC","CAN","CAN","71","191","2013","NYR","3","19","80"
"406","Anthony Peluso","WPG","R","29","1989-04-18","North York","ON","CAN","CAN","75","225","2007","STL","6","9","160"
"515","Antoine Roussel","DAL","L","29","1989-11-21","Roubaix","","FRA","FRA","71","199","-","-","-","-","-"
"83","Antoine Vermette","ARI, CHI","C","36","1982-07-20","St. Agapit","QC","CAN","CAN","73","197","2000","OTT","2","25","55"
"537","Anton Lander","EDM","C","27","1991-04-24","Sundsvall","","SWE","SWE","72","184","2009","EDM","2","10","40"
"316","Anton Stralman","T.B","D","32","1986-08-01","Tibro","","SWE","SWE","71","190","2005","TOR","7","22","216"
"75","Anton Volchenkov","NSH","D","36","1982-02-25","Moscow","","RUS","RUS","73","220","2000","OTT","1","21","21"
"284","Anze Kopitar","L.A","C","31","1987-08-24","Jesenice","","SVN","SVN","75","225","2005","L.A","1","11","11"
"363","Artem Anisimov","CBJ","C","30","1988-05-24","Yaroslavl","","RUS","RUS","76","198","2006","NYR","2","24","54"
"193","B.J. Crombeen","ARI","R","33","1985-07-10","Denver","CO","USA","USA","74","209","2003","DAL","2","24","54"
"781","Barclay Goodrow","S.J","R","25","1993-02-26","Toronto","ON","CAN","CAN","74","215","-","-","-","-","-"
"57","Barret Jackman","STL","D","37","1981-03-05","Trail","BC","CAN","CAN","72","203","1999","STL","1","17","17"
"642","Beau Bennett","PIT","R","27","1991-11-27","Gardena","CA","USA","USA","74","195","2010","PIT","1","20","20"
"591","Ben Chiarot","WPG","D","27","1991-05-09","Hamilton","ON","CAN","CAN","75","219","2009","ATL","4","29","120"
"381","Ben Lovejoy","ANA, PIT","D","34","1984-02-20","Concord","NH","USA","USA","73","205","-","-","-","-","-"
"504","Ben Smith","CHI, S.J","R","30","1988-07-11","Winston-Salem","NC","USA","USA","71","203","2008","CHI","6","18","169"
"686","Ben Street","COL","C","31","1987-02-13","Coquitlam","BC","CAN","CAN","71","190","-","-","-","-","-"
"281","Benoit Pouliot","EDM","L","32","1986-09-29","Alfred","ON","CAN","CAN","75","200","2005","MIN","1","4","4"
"307","Blair Jones","PHI","C","32","1986-09-27","Central Butte","SK","CAN","CAN","74","216","2005","T.B","4","11","102"
"240","Blake Comeau","PIT","L","32","1986-02-18","Meadow Lake","SK","CAN","CAN","73","200","2004","NYI","2","17","47"
"228","Blake Wheeler","WPG","R","32","1986-08-31","Plymouth","MN","USA","USA","77","225","2004","PHX","1","5","5"
"854","Bo Horvat","VAN","C","23","1995-04-05","London","ON","CAN","CAN","72","215","2013","VAN","1","9","9"
"782","Bobby Farnham","PIT","R","29","1989-01-21","North Andover","MA","USA","USA","70","190","-","-","-","-","-"
"323","Bobby Robins","BOS","R","37","1981-10-17","Rhinelander","WI","USA","USA","73","220","-","-","-","-","-"
"279","Bobby Ryan","OTT","R","31","1987-03-17","Cherry Hill","NJ","USA","USA","74","209","2005","ANA","1","2","2"
"838","Bogdan Yakimov","EDM","C","24","1994-10-04","Nizhnekamsk","","RUS","RUS","77","188","2013","EDM","3","22","83"
"735","Boone Jenner","CBJ","C","25","1993-06-15","Dorchester","ON","CAN","CAN","74","206","2011","CBJ","2","7","37"
"870","Borna Rendulic","COL","R","26","1992-03-25","Zagreb","","HRV","HRV","74","200","-","-","-","-","-"
"144","Boyd Gordon","EDM","C","35","1983-10-19","Unity","SK","CAN","CAN","72","200","2002","WSH","1","17","17"
"76","Brad Boyes","FLA","R","36","1982-04-17","Mississauga","ON","CAN","CAN","72","199","2000","TOR","1","24","24"
"783","Brad Hunt","EDM","D","30","1988-08-24","Maple Ridge","BC","CAN","CAN","69","187","-","-","-","-","-"
"411","Brad Malone","CAR","C","29","1989-05-20","Miramichi","NB","CAN","CAN","73","217","2007","COL","4","14","105"
"331","Brad Marchand","BOS","L","30","1988-05-11","Halifax","NS","CAN","CAN","69","181","2006","BOS","3","8","71"
"45","Brad Richards","CHI","C","38","1980-05-02","Murray Hbr.","PE","CAN","CAN","72","199","1998","T.B","3","6","64"
"206","Brad Richardson","VAN","C, R","33","1985-02-04","Belleville","ON","CAN","CAN","72","190","2003","COL","5","27","163"
"36","Brad Stuart","COL","D","39","1979-11-06","Rocky Mountain House","AB","CAN","CAN","74","215","1998","S.J","1","3","3"
"612","Brandon Bollig","CGY","L","31","1987-01-31","St. Charles","MO","USA","USA","74","220","-","-","-","-","-"
"675","Brandon Davidson","EDM","D","27","1991-08-21","Taber","AB","CAN","CAN","74","208","2010","EDM","6","12","162"
"699","Brandon DeFazio","VAN","L","30","1988-09-13","Etobicoke","ON","CAN","CAN","74","199","-","-","-","-","-"
"244","Brandon Dubinsky","CBJ","C","32","1986-04-29","Anchorage","AK","USA","USA","74","205","2004","NYR","2","30","60"
"640","Brandon Gormley","ARI","D","26","1992-02-18","Murray River","PE","CAN","CAN","74","188","2010","PHX","1","13","13"
"594","Brandon Kozun","TOR","R","28","1990-03-08","Los Angeles","CA","USA","USA","68","167","2009","L.A","6","28","179"
"603","Brandon Manning","PHI","D","28","1990-06-04","Prince George","BC","CAN","CAN","73","205","-","-","-","-","-"
"489","Brandon McMillan","ARI, VAN","L","28","1990-03-22","Richmond","BC","CAN","CAN","71","190","2008","ANA","3","24","85"
"565","Brandon Pirri","FLA","R","27","1991-04-10","Toronto","ON","CAN","CAN","72","186","2009","CHI","2","29","59"
"247","Brandon Prust","MTL","L","34","1984-03-16","London","ON","CAN","CAN","72","195","2004","CGY","3","5","70"
"739","Brandon Saad","CHI","L","26","1992-10-27","Pittsburgh","PA","USA","USA","73","206","2011","CHI","2","13","43"
"413","Brandon Sutter","PIT","C","29","1989-02-14","Huntington","NY","USA","CAN","75","190","2007","CAR","1","11","11"
"557","Brayden McNabb","L.A","D","27","1991-01-21","Davidson","SK","CAN","CAN","76","212","2009","BUF","3","5","66"
"542","Brayden Schenn","PHI","C","27","1991-08-22","Saskatoon","SK","CAN","CAN","73","200","2009","L.A","1","5","5"
"171","Braydon Coburn","PHI, T.B","D","33","1985-02-27","Shaunavon","SK","CAN","CAN","77","223","2003","ATL","1","8","8"
"672","Brendan Gallagher","MTL","R","26","1992-05-06","Edmonton","AB","CAN","CAN","69","184","2010","MTL","5","27","147"
"677","Brendan Ranford","DAL","L","26","1992-05-03","Edmonton","AB","CAN","CAN","70","188","2010","PHI","7","29","209"
"685","Brendan Shinnimin","ARI","C","27","1991-01-07","Winnipeg","MB","CAN","CAN","70","185","-","-","-","-","-"
"412","Brendan Smith","DET","D","29","1989-02-08","Mimico","ON","CAN","CAN","74","195","2007","DET","1","27","27"
"818","Brendan Woods","CAR","L","26","1992-06-11","Humboldt","SK","CAN","CAN","76","210","2012","CAR","5","8","129"
"604","Brenden Dillon","DAL, S.J","D","28","1990-11-13","New Westminster","BC","CAN","CAN","76","225","-","-","-","-","-"
"27","Brenden Morrow","T.B","L","39","1979-01-16","Carlyle","SK","CAN","CAN","71","212","1997","DAL","1","25","25"
"180","Brent Burns","S.J","D","33","1985-03-09","Barrie","ON","CAN","CAN","77","230","2003","MIN","1","20","20"
"175","Brent Seabrook","CHI","D","33","1985-04-20","Richmond","BC","CAN","CAN","75","220","2003","CHI","1","14","14"
"424","Brett Bellemore","CAR","D","30","1988-06-25","Windsor","ON","CAN","CAN","76","225","2007","CAR","6","11","162"
"656","Brett Connolly","BOS, T.B","R","26","1992-05-02","Campbell River","BC","CAN","CAN","75","195","2010","T.B","1","6","6"
"819","Brett Kulak","CGY","D","24","1994-01-06","Edmonton","AB","CAN","CAN","74","187","2012","CGY","4","14","105"
"740","Brett Ritchie","DAL","R","25","1993-07-01","Orangeville","ON","CAN","CAN","75","220","2011","DAL","2","14","44"
"313","Brett Sutter","MIN","L","31","1987-06-02","Viking","AB","CAN","CAN","72","200","2005","CGY","6","17","179"
"184","Brian Boyle","T.B","C","33","1984-12-18","Hingham","MA","USA","USA","78","245","2003","L.A","1","26","26"
"29","Brian Campbell","FLA","D","39","1979-05-23","Strathroy","ON","CAN","CAN","70","192","1997","BUF","6","22","156"
"567","Brian Dumoulin","PIT","D","27","1991-09-06","Biddeford","ME","USA","USA","76","207","2009","CAR","2","21","51"
"715","Brian Ferlin","BOS","R","26","1992-06-03","Jacksonville","FL","USA","USA","74","213","2011","BOS","4","30","121"
"789","Brian Flynn","BUF, MTL","C","30","1988-07-26","Lynnfield","MA","USA","USA","73","183","-","-","-","-","-"
"697","Brian Gibbons","CBJ","C","30","1988-02-26","Braintree","MA","USA","USA","68","175","-","-","-","-","-"
"48","Brian Gionta","BUF","R","39","1979-01-18","Rochester","NY","USA","USA","67","178","1998","N.J","3","24","82"
"517","Brian Lashoff","DET","D","28","1990-07-16","Albany","NY","USA","USA","75","219","-","-","-","-","-"
"61","Brian McGrattan","CGY","R","37","1981-09-02","Hamilton","ON","CAN","CAN","76","235","1999","L.A","4","8","104"
"361","Brian Strait","NYI","D","30","1988-01-04","Waltham","MA","USA","USA","73","188","2006","PIT","3","2","65"
"637","Brock Nelson","NYI","C","27","1991-10-15","Warroad","MN","USA","USA","75","212","2010","NYI","1","30","30"
"684","Brody Sutter","CAR","C","27","1991-09-26","Viking","AB","CAN","CAN","77","203","2011","CAR","7","12","193"
"122","Brooks Laich","WSH","C","35","1983-06-23","Wawota","SK","CAN","CAN","74","200","2001","OTT","6","28","193"
"74","Brooks Orpik","WSH","D","38","1980-09-26","San Francisco","CA","USA","USA","75","217","2000","PIT","1","18","18"
"37","Bryan Allen","ANA, MTL","D","38","1980-08-21","Kingston","ON","CAN","CAN","77","223","1998","VAN","1","4","4"
"239","Bryan Bickell","CHI","L","32","1986-03-09","Bowmanville","ON","CAN","CAN","76","223","2004","CHI","2","11","41"
"447","Bryan Lerg","S.J","C","32","1986-01-20","Livonia","MI","USA","USA","70","175","-","-","-","-","-"
"329","Bryan Little","WPG","C","31","1987-11-12","Edmonton","AB","CAN","CAN","72","191","2006","ATL","1","12","12"
"667","Bryan Rust","PIT","R","26","1992-05-11","Pontiac","MI","USA","USA","71","192","2010","PIT","3","20","80"
"5","Bryce Salvador","N.J","D","42","1976-02-11","Brandon","MB","CAN","CAN","75","215","1994","T.B","6","8","138"
"346","Cal Clutterbuck","NYI","R","31","1987-11-18","Welland","ON","CAN","CAN","71","216","2006","MIN","3","9","72"
"616","Calle Jarnkrok","NSH","C","27","1991-09-25","Gävle","","SWE","SWE","71","186","2010","DET","2","21","51"
"548","Calvin de Haan","NYI","D","27","1991-05-09","Carp","ON","CAN","CAN","73","195","2009","NYI","1","12","12"
"500","Cam Atkinson","CBJ","R","29","1989-06-05","Riverside","CT","USA","USA","68","179","2008","CBJ","6","6","157"
"644","Cam Fowler","ANA","D","27","1991-12-05","Windsor","ON","CAN","USA","73","206","2010","ANA","1","12","12"
"786","Cameron Schilling","WSH","D","30","1988-10-07","Carmel","IN","USA","USA","74","182","-","-","-","-","-"
"421","Carl Gunnarsson","STL","D","32","1986-11-09","Orebro","","SWE","SWE","74","198","2007","TOR","7","13","194"
"436","Carl Hagelin","NYR","L","30","1988-08-23","Sodertalje","","SWE","SWE","71","186","2007","NYR","6","17","168"
"531","Carl Klingberg","WPG","L","27","1991-01-28","Gothenburg","","SWE","SWE","75","188","2009","ATL","2","4","34"
"241","Carl Soderberg","BOS","C","33","1985-10-12","Malmö","","SWE","SWE","75","210","2004","STL","2","19","49"
"100","Carlo Colaiacovo","PHI","D","35","1983-01-27","Toronto","ON","CAN","CAN","73","202","2001","TOR","1","17","17"
"527","Carter Ashton","TOR","R","27","1991-04-01","Winnipeg","MB","CAN","CAN","75","215","2009","T.B","1","29","29"
"881","Casey Bailey","TOR","R","27","1991-10-27","Anchorage","AK","USA","USA","75","195","-","-","-","-","-"
"577","Casey Cizikas","NYI","C","27","1991-02-27","Toronto","ON","CAN","CAN","71","195","2009","NYI","4","1","92"
"820","Cedric Paquette","T.B","C","25","1993-08-13","Gaspe","QC","CAN","CAN","73","198","2012","T.B","4","10","101"
"834","Chad Ruhwedel","BUF","D","28","1990-05-07","San Diego","CA","USA","USA","71","191","-","-","-","-","-"
"631","Charlie Coyle","MIN","C","26","1992-03-02","E. Weymouth","MA","USA","USA","75","220","2010","S.J","1","28","28"
"533","Chris Brown","WSH","R","27","1991-02-03","Flower Mound","TX","USA","USA","74","188","2009","PHX","2","6","36"
"304","Chris Butler","STL","D","32","1986-10-27","St. Louis","MO","USA","USA","73","196","2005","BUF","4","5","96"
"324","Chris Conner","WSH","R","34","1983-12-23","Westland","MI","USA","USA","67","181","-","-","-","-","-"
"157","Chris Higgins","VAN","L","35","1983-06-02","Smithtown","NY","USA","USA","72","205","2002","MTL","1","14","14"
"60","Chris Kelly","BOS","C","38","1980-11-11","Toronto","ON","CAN","CAN","72","190","1999","OTT","3","28","94"
"554","Chris Kreider","NYR","L","27","1991-04-30","Boxford","MA","USA","USA","75","216","2009","NYR","1","19","19"
"166","Chris Kunitz","PIT","L","39","1979-09-26","Regina","SK","CAN","CAN","72","188","-","-","-","-","-"
"450","Chris Mueller","NYR","C","32","1986-03-06","West Seneca","NY","USA","USA","71","196","-","-","-","-","-"
"51","Chris Neil","OTT","R","39","1979-06-18","Flesherton","ON","CAN","CAN","73","209","1998","OTT","6","16","161"
"10","Chris Phillips","OTT","D","40","1978-03-09","Calgary","AB","CAN","CAN","75","219","1996","OTT","1","1","1"
"219","Chris Porter","STL","L","34","1984-05-29","Toronto","ON","CAN","CAN","73","206","2003","CHI","9","21","282"
"344","Chris Stewart","BUF, MIN","R","31","1987-10-30","Toronto","ON","CAN","CAN","74","242","2006","COL","1","18","18"
"368","Chris Summers","ARI, NYR","D","30","1988-02-05","Ann Arbor","MI","USA","USA","74","207","2006","PHX","1","29","29"
"403","Chris Terry","CAR","L","29","1989-04-07","Brampton","ON","CAN","CAN","70","191","2007","CAR","5","11","132"
"107","Chris Thorburn","WPG","R","35","1983-06-03","Sault Ste. Marie","ON","CAN","CAN","75","235","2001","BUF","2","20","50"
"814","Chris Tierney","S.J","C","24","1994-07-01","Keswick","ON","CAN","CAN","73","195","2012","S.J","2","25","55"
"305","Chris VandeVelde","PHI","C","31","1987-03-15","Moorhead","MN","USA","USA","74","190","2005","EDM","4","6","97"
"652","Chris Wagner","ANA","C","27","1991-05-27","Walpole","MA","USA","USA","72","198","2010","ANA","5","2","122"
"115","Christian Ehrhoff","PIT","D","36","1982-07-06","Moers","","DEU","DEU","74","201","2001","S.J","4","10","106"
"865","Christian Folin","MIN","D","27","1991-02-09","Gothenburg","","SWE","SWE","75","204","-","-","-","-","-"
"633","Christian Thomas","MTL","L","26","1992-05-26","Toronto","ON","CAN","CAN","69","175","2010","NYR","2","10","40"
"614","Christopher Tanev","VAN","D","28","1989-12-20","Toronto","ON","CAN","CAN","74","197","-","-","-","-","-"
"198","Clarke MacArthur","OTT","L","33","1985-04-06","Lloydminster","AB","CAN","CAN","72","192","2003","BUF","3","6","74"
"348","Claude Giroux","PHI","C","30","1988-01-12","Hearst","ON","CAN","CAN","71","185","2006","PHI","1","22","22"
"221","Clayton Stoner","ANA","D","33","1985-02-19","Port McNeill","BC","CAN","CAN","76","216","2004","MIN","3","14","79"
"804","Cody Ceci","OTT","D","24","1993-12-21","Ottawa","ON","CAN","CAN","74","209","2012","OTT","1","15","15"
"580","Cody Eakin","DAL","C","27","1991-05-24","Winnipeg","MB","CAN","CAN","72","190","2009","WSH","3","24","85"
"302","Cody Franson","NSH, TOR","D","31","1987-08-08","Sicamous","BC","CAN","CAN","77","224","2005","NSH","3","18","79"
"471","Cody Goloubef","CBJ","D","29","1989-11-30","Mississauga","ON","CAN","CAN","73","200","2008","CBJ","2","7","37"
"457","Cody Hodgson","BUF","C","28","1990-02-18","Toronto","ON","CAN","CAN","72","191","2008","VAN","1","10","10"
"116","Cody McCormick","BUF","C","35","1983-04-18","London","ON","CAN","CAN","74","222","2001","COL","5","13","144"
"274","Cody McLeod","COL","L","34","1984-06-26","Binscarth","MB","CAN","CAN","74","204","-","-","-","-","-"
"476","Colby Robak","ANA, FLA","D","28","1990-04-24","Dauphin","MB","CAN","CAN","75","194","2008","FLA","2","16","46"
"196","Colin Fraser","STL","C","33","1985-01-28","Sicamous","BC","CAN","CAN","73","190","2003","PHI","3","1","69"
"315","Colin Greening","OTT","C","32","1986-03-09","St. John's","NL","CAN","CAN","74","210","2005","OTT","7","10","204"
"192","Colin McDonald","NYI","R","34","1984-09-30","Wethersfield","CT","USA","USA","74","219","2003","EDM","2","21","51"
"778","Colin Smith","COL","C","25","1993-06-20","Edmonton","AB","CAN","CAN","70","185","2012","COL","7","11","192"
"456","Colin Wilson","NSH","C, L","29","1989-10-20","Greenwich","CT","USA","USA","73","221","2008","NSH","1","7","7"
"92","Colton Orr","TOR","R","36","1982-03-03","Winnipeg","MB","CAN","CAN","75","222","-","-","-","-","-"
"417","Colton Sceviour","DAL","C","29","1989-04-20","Red Deer","AB","CAN","CAN","72","192","2007","DAL","4","21","112"
"768","Connor Murphy","ARI","D","25","1993-03-26","Dublin","OH","USA","USA","76","212","2011","PHX","1","20","20"
"829","Conor Allen","NYR","D","28","1990-01-31","Chicago","IL","USA","USA","73","188","-","-","-","-","-"
"587","Corban Knight","CGY","C","28","1990-09-10","Oliver","BC","CAN","CAN","74","195","2009","FLA","5","14","135"
"185","Corey Perry","ANA","R","33","1985-05-16","Peterborough","ON","CAN","CAN","75","206","2003","ANA","1","28","28"
"200","Corey Potter","CGY","D","34","1984-01-05","Lansing","MI","USA","USA","75","204","2003","NYR","4","21","122"
"422","Corey Tropp","CBJ","R","29","1989-07-25","Grosse Pointe Woods","MI","USA","USA","72","192","2007","BUF","3","28","89"
"696","Cory Conacher","NYI","C","28","1989-12-14","Burlington","ON","CAN","CAN","68","180","-","-","-","-","-"
"16","Craig Adams","PIT","R","41","1977-04-26","Seria","","BRN","CAN","72","200","1996","HFD","9","8","223"
"602","Craig Cunningham","ARI, BOS","L","28","1990-09-13","Trail","BC","CAN","CAN","70","184","2010","BOS","4","7","97"
"576","Craig Smith","NSH","R","29","1989-09-05","Madison","WI","USA","USA","73","208","2009","NSH","4","7","98"
"224","Curtis Glencross","CGY, WSH","L","35","1982-12-28","Kindersley","SK","CAN","CAN","73","197","-","-","-","-","-"
"627","Curtis Hamilton","EDM","L","27","1991-12-04","Tacoma","WA","USA","USA","74","212","2010","EDM","2","18","48"
"858","Curtis Lazar","OTT","C","23","1995-02-02","Salmon Arm","BC","CAN","CAN","72","205","2013","OTT","1","17","17"
"596","Curtis McKenzie","DAL","L","27","1991-02-22","Golden","BC","CAN","CAN","74","205","2009","DAL","6","8","159"
"12","Dainius Zubrus","N.J","C","40","1978-06-16","Elektrenai","","LTU","LTU","77","225","1996","PHI","1","15","15"
"493","Dale Weise","MTL","R","30","1988-08-05","Winnipeg","MB","CAN","CAN","74","206","2008","NYR","4","20","111"
"512","Dalton Prout","CBJ","D","28","1990-03-13","Kingsville","ON","CAN","CAN","75","215","2010","CBJ","6","4","154"
"823","Damien Brunner","N.J","R","32","1986-03-09","Zürich","","CHE","CHE","71","185","-","-","-","-","-"
"816","Damon Severson","N.J","D","24","1994-08-07","Melville","SK","CAN","CAN","74","205","2012","N.J","2","30","60"
"33","Dan Boyle","NYR","D","42","1976-07-12","Ottawa","ON","CAN","CAN","71","194","-","-","-","-","-"
"321","Dan Girardi","NYR","D","34","1984-04-29","Welland","ON","CAN","CAN","73","212","-","-","-","-","-"
"97","Dan Hamhuis","VAN","D","35","1982-12-13","Smithers","BC","CAN","CAN","73","204","2001","NSH","1","12","12"
"415","Dana Tyrell","CBJ","C","29","1989-04-23","Airdrie","AB","CAN","CAN","70","192","2007","T.B","2","17","47"
"11","Daniel Briere","COL","C","41","1977-10-06","Gatineau","QC","CAN","CAN","69","174","1996","PHX","1","24","24"
"197","Daniel Carcillo","CHI","L","33","1985-01-28","King City","ON","CAN","CAN","72","200","2003","PIT","3","5","73"
"25","Daniel Cleary","DET","R","39","1978-12-18","Carbonear","NL","CAN","CAN","73","205","1997","CHI","1","13","13"
"155","Daniel Paille","BOS","L","34","1984-04-15","Welland","ON","CAN","CAN","73","188","2002","BUF","1","20","20"
"55","Daniel Sedin","VAN","L","38","1980-09-26","Ornskoldsvik","","SWE","SWE","73","190","1999","VAN","1","2","2"
"268","Daniel Winnik","PIT, TOR","L","33","1985-03-06","Toronto","ON","CAN","CAN","74","210","2004","PHX","9","7","265"
"780","Daniil Tarasov","S.J","R","27","1991-06-20","Moscow","","RUS","RUS","72","188","-","-","-","-","-"
"625","Danny Biega","CAR","D","27","1991-09-29","Montreal","QC","CAN","CAN","72","205","2010","CAR","3","7","67"
"830","Danny DeKeyser","DET","D","28","1990-03-07","Detroit","MI","USA","USA","75","192","-","-","-","-","-"
