"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"509","Pascal Pelletier","BOS","L","6","66.366666666667","57","33","63.33","42","24","63.64","27","17","61.36","0","2","0.00","30","12","71.43","9","2","81.82","0","1","0.00","21","10","67.74","0","1","0.00","23","15","60.53","0","0","-","0.00","88.24","0.882","9","16","4","58","69.23","13","24","11","54.17"
"714","Mike Green","WSH","D","82","1938.35","2230","1295","63.26","1694","1002","62.83","1198","743","61.72","119","71","62.63","1104","599","64.83","391","236","62.36","50","37","57.47","713","363","66.26","45","22","67.16","996","577","63.32","20","10","66.67","9.93","90.44","1.004","305","397","172","1189","63.94","714","685","377","65.44"
"63","Ray Whitney","CAR","L","66","1249.7333333333","1503","878","63.12","1127","676","62.51","800","477","62.65","83","51","61.94","674","418","61.72","320","185","63.37","42","30","58.33","354","233","60.31","24","11","68.57","710","386","64.78","16","8","66.67","10.38","89.31","0.997","305","591","157","754","66.02","530","507","301","63.78"
"623","Corey Perry","ANA","R","70","1256.5166666667","1251","733","63.05","985","606","61.91","674","464","59.23","79","44","64.23","555","363","60.46","227","146","60.86","41","23","64.06","328","217","60.18","16","10","61.54","605","321","65.33","18","8","69.23","11.72","90.52","1.022","278","275","94","821","74.73","438","425","203","68.33"
"140","Patrik Elias","N.J","C","74","1366.55","1490","877","62.95","1154","676","63.06","834","502","62.43","71","45","61.21","709","410","63.36","272","162","62.67","38","27","58.46","437","248","63.80","19","15","55.88","682","392","63.50","14","3","82.35","8.51","91.04","0.995","241","334","145","1028","62.44","468","517","284","62.23"
"166","Jarome Iginla","CGY","R","82","1757.7333333333","1953","1153","62.88","1499","947","61.28","1080","698","60.74","136","64","68.00","929","506","64.74","386","209","64.87","67","36","65.05","543","297","64.64","40","13","75.47","836","541","60.71","28","13","68.29","12.59","90.83","1.034","321","434","169","1052","65.51","648","636","348","65.06"
"789","Kris Russell","CBJ","D","67","989.96666666667","999","590","62.87","757","440","63.24","561","347","61.78","34","33","50.75","445","269","62.32","156","94","62.40","19","15","55.88","289","175","62.28","8","13","38.10","473","262","64.35","7","5","58.33","6.06","90.49","0.966","192","202","54","849","78.05","372","306","123","75.15"
"94","Viktor Kozlov","WSH","C","81","1423.8","1642","970","62.86","1222","735","62.44","886","558","61.36","96","44","68.57","871","454","65.74","283","176","61.66","46","24","65.71","588","278","67.90","34","14","70.83","691","434","61.42","15","5","75.00","10.84","92.11","1.029","267","320","109","862","71.01","547","484","269","67.03"
"331","Daniel Sedin","VAN","L","82","1562.4166666667","1690","1008","62.64","1317","766","63.23","946","541","63.62","96","48","66.67","824","442","65.09","389","180","68.37","52","27","65.82","435","262","62.41","24","16","60.00","728","459","61.33","19","4","82.61","10.15","91.13","1.013","364","388","179","951","67.03","617","542","317","66.06"
"514","Keith Aucoin","CAR","C","38","511.45","566","338","62.61","427","262","61.97","313","181","63.36","21","15","58.33","246","154","61.50","102","62","62.20","10","5","66.67","144","92","61.02","8","6","57.14","269","151","64.05","3","4","42.86","6.71","91.71","0.984","80","105","52","395","60.61","139","159","109","56.05"
"600","Nikolay Zherdev","CBJ","R","82","1587.8833333333","1625","975","62.50","1237","763","61.85","924","581","61.40","77","56","57.89","702","418","62.68","277","146","65.48","41","27","60.29","425","272","60.98","20","16","55.56","766","485","61.23","15","9","62.50","8.33","90.36","0.987","285","322","167","1134","63.05","524","461","315","62.46"
"286","Scott Gomez","NYR","C","81","1611.3666666667","1888","1136","62.43","1456","866","62.70","1045","636","62.17","95","55","63.33","973","595","62.05","381","285","57.21","46","41","52.87","592","310","65.63","28","9","75.68","783","437","64.18","20","4","83.33","9.09","91.35","1.004","233","293","99","974","70.18","601","514","265","69.40"
"590","Jeff Hamilton","CAR","C","58","626.2","774","466","62.42","560","362","60.74","415","257","61.76","45","18","71.43","324","224","59.12","128","90","58.72","26","10","72.22","196","134","59.39","7","6","53.85","383","191","66.72","11","1","91.67","10.84","93.00","1.038","218","137","41","320","84.17","328","210","104","75.93"
"614","Ryan Getzlaf","ANA","C","77","1512.8666666667","1581","952","62.42","1275","777","62.13","902","586","60.62","118","51","69.82","712","476","59.93","287","177","61.85","63","24","72.41","425","299","58.70","26","15","63.41","767","429","64.13","24","10","70.59","13.08","91.30","1.044","327","326","142","956","69.72","571","525","275","67.49"
"707","Travis Zajac","N.J","C","82","1372.3833333333","1441","868","62.41","1089","682","61.49","764","495","60.68","57","46","55.34","677","412","62.17","266","168","61.29","40","27","59.70","411","244","62.75","11","6","64.71","654","394","62.40","5","11","31.25","7.46","90.71","0.982","230","316","108","1030","68.05","449","469","249","64.33"
"45","Teemu Selanne","ANA","R","26","471.11666666667","453","273","62.40","367","232","61.27","263","175","60.05","32","10","76.19","243","138","63.78","99","54","64.71","16","5","76.19","144","84","63.16","13","4","76.47","184","118","60.93","2","1","66.67","12.17","94.29","1.065","110","96","44","279","71.43","173","164","78","68.92"
"831","Derick Brassard","CBJ","C","17","153.9","151","91","62.40","103","77","57.22","81","64","55.86","5","7","41.67","70","37","65.42","30","14","68.18","2","4","33.33","40","23","63.49","3","3","50.00","71","43","62.28","0","0","-","6.17","89.06","0.952","38","30","7","139","84.44","60","44","17","77.92"
"760","Ryan Shannon","VAN","R","27","348.01666666667","373","225","62.37","287","179","61.59","203","121","62.65","21","12","63.64","170","92","64.89","82","26","75.93","12","6","66.67","88","66","57.14","5","6","45.45","176","109","61.75","4","0","100.00","10.34","90.08","1.004","85","66","16","284","84.16","135","95","36","78.95"
"725","Brandon Dubinsky","NYR","C","82","1188.9833333333","1231","749","62.17","962","588","62.06","693","411","62.77","55","37","59.78","637","385","62.33","281","164","63.15","29","18","61.70","356","221","61.70","16","9","64.00","505","295","63.13","10","10","50.00","7.94","91.00","0.989","170","269","77","791","68.83","408","458","174","70.10"
"469","Noah Welch","FLA","D","4","32.266666666667","36","22","62.07","23","18","56.10","14","16","46.67","2","1","66.67","9","11","45.00","3","1","75.00","1","1","50.00","6","10","37.50","1","0","100.00","25","10","71.43","0","0","-","14.29","93.75","1.080","7","7","3","29","70.00","11","10","5","68.75"
"493","Ryane Clowe","S.J","L","15","214.26666666667","215","133","61.78","156","99","61.18","110","67","62.15","13","8","61.90","100","62","61.73","37","25","59.68","9","5","64.29","63","37","63.00","0","1","0.00","108","55","66.26","4","2","66.67","11.82","88.06","0.999","38","40","23","168","62.30","66","68","53","55.46"
"842","Cory Murphy","FLA","D","47","723.4","842","525","61.59","641","409","61.05","469","305","60.59","43","18","70.49","369","222","62.44","128","77","62.44","18","8","69.23","241","145","62.44","13","7","65.00","406","252","61.70","12","3","80.00","9.17","94.10","1.033","167","137","73","446","69.58","304","232","148","67.26"
"531","Derek Meech","DET","D","32","388.48333333333","381","238","61.55","299","189","61.27","215","139","60.73","11","11","50.00","150","103","59.29","49","44","52.69","4","6","40.00","101","59","63.13","3","4","42.86","195","105","65.00","3","1","75.00","5.12","92.09","0.972","83","84","31","347","72.81","133","111","54","71.12"
"563","Joey Mormina","CAR","D","1","7.75","8","5","61.54","6","2","75.00","5","1","83.33","0","0","-","1","2","33.33","1","0","100.00","0","0","-","0","2","0.00","0","0","-","5","3","62.50","0","0","-","0.00","100.00","1.000","3","2","1","5","75.00","5","3","1","83.33"
"688","Garrett Stafford","DET","D","2","13.5","16","10","61.54","15","10","60.00","10","9","52.63","0","0","-","6","6","50.00","4","4","50.00","0","0","-","2","2","50.00","0","0","-","10","3","76.92","0","0","-","0.00","100.00","1.000","2","4","1","15","66.67","5","6","3","62.50"
"54","Peter Forsberg","COL","C","9","173.2","174","109","61.48","143","84","63.00","116","60","65.91","16","3","84.21","112","47","70.44","49","20","71.01","9","0","100.00","63","27","70.00","6","2","75.00","53","48","52.48","1","0","100.00","13.79","95.00","1.088","28","46","22","118","56.00","54","64","35","60.67"
"549","Pierre-Marc Bouchard","MIN","C","81","1364.4166666667","1470","921","61.48","1089","743","59.44","766","541","58.61","81","39","67.50","585","411","58.73","198","159","55.46","32","17","65.31","387","252","60.56","21","15","58.33","756","442","63.11","28","7","80.00","10.57","92.79","1.034","279","293","128","1137","68.55","470","420","276","63.00"
"485","Kyle Wellwood","TOR","C","59","746.1","777","487","61.47","588","371","61.31","406","275","59.62","34","27","55.74","360","229","61.12","135","81","62.50","17","12","58.62","225","148","60.32","6","5","54.55","357","215","62.41","10","9","52.63","8.37","90.18","0.986","148","157","49","535","75.13","278","248","120","69.85"
"593","Chris Kunitz","ANA","L","82","1386.1833333333","1414","887","61.45","1113","735","60.23","821","559","59.49","80","46","63.49","657","436","60.11","259","187","58.07","45","25","64.29","398","249","61.51","19","9","67.86","671","393","63.06","15","10","60.00","9.74","91.77","1.015","300","327","127","1015","70.26","501","493","236","67.98"
"613","Eric Fehr","WSH","C","23","241.83333333333","271","171","61.31","218","131","62.46","160","86","65.04","13","5","72.22","137","67","67.16","55","23","70.51","7","5","58.33","82","44","65.08","4","0","100.00","117","81","59.09","2","0","100.00","8.13","94.19","1.023","58","63","25","156","69.88","99","96","52","65.56"
"769","Bobby Ryan","ANA","R","23","259.05","240","152","61.22","202","114","63.92","149","73","67.12","12","8","60.00","98","66","59.76","41","29","58.57","6","4","60.00","57","37","60.64","3","1","75.00","129","74","63.55","3","3","50.00","8.05","89.04","0.971","63","54","16","200","79.75","88","81","32","73.33"
"675","Dustin Byfuglien","CHI","D","67","1140.95","1038","658","61.20","829","522","61.36","634","414","60.50","59","43","57.84","468","322","59.24","184","118","60.93","22","25","46.81","284","204","58.20","18","10","64.29","504","281","64.20","19","6","76.00","9.31","89.61","0.989","213","272","98","759","68.49","414","410","200","67.43"
"733","Johan Franzen","DET","R","72","1275.75","1269","805","61.19","1024","637","61.65","753","461","62.03","64","39","62.14","562","367","60.50","212","149","58.73","36","19","65.45","350","218","61.62","15","8","65.22","617","365","62.83","13","10","56.52","8.50","91.54","1.000","285","320","163","930","63.62","466","440","266","63.66"
"302","Brian Gionta","N.J","R","82","1498.0166666667","1592","1012","61.14","1244","786","61.28","893","567","61.16","71","45","61.21","768","477","61.69","305","191","61.49","44","28","61.11","463","286","61.82","18","10","64.29","737","454","61.88","8","6","57.14","7.95","92.06","1.000","256","357","123","1100","67.55","518","533","270","65.74"
"40","Nicklas Lidstrom","DET","D","76","2030.0833333333","2181","1387","61.13","1710","1117","60.49","1250","820","60.39","140","75","65.12","978","636","60.59","390","255","60.47","77","38","66.96","588","381","60.68","33","13","71.74","1013","631","61.62","29","21","58.00","11.20","90.85","1.021","331","495","304","1077","52.13","714","796","543","56.80"
"233","Patrick Marleau","S.J","C","78","1422.0333333333","1428","908","61.13","1117","681","62.12","815","481","62.89","73","50","59.35","752","406","64.94","302","146","67.41","39","28","58.21","450","260","63.38","19","16","54.29","600","432","58.14","15","5","75.00","8.96","89.60","0.986","241","267","113","1049","68.08","504","457","220","69.61"
"808","Alex Foster","TOR","C","3","10.6","11","7","61.11","8","7","53.33","8","6","57.14","0","0","-","5","3","62.50","1","1","50.00","0","0","-","4","2","66.67","0","0","-","6","4","60.00","0","0","-","0.00","100.00","1.000","2","1","0","11","100.00","3","2","1","75.00"
"247","Maxim Afinogenov","BUF","R","56","899.16666666667","957","611","61.03","718","465","60.69","513","334","60.57","42","45","48.28","436","290","60.06","170","105","61.82","23","18","56.10","266","185","58.98","11","14","44.00","461","284","61.88","8","11","42.11","8.19","86.53","0.947","156","162","88","597","63.93","284","274","170","62.56"
"690","Brett Lebda","DET","D","78","1285.1166666667","1239","791","61.03","961","646","59.80","681","483","58.51","41","36","53.25","505","389","56.49","181","160","53.08","21","18","53.85","324","229","58.59","14","13","51.85","632","324","66.11","5","5","50.00","6.02","92.55","0.986","238","282","111","1068","68.19","415","403","207","66.72"
"602","Milan Michalek","S.J","L","79","1427.95","1411","903","60.98","1086","671","61.81","776","473","62.13","90","39","69.77","781","394","66.47","362","152","70.43","55","22","71.43","419","242","63.39","25","12","67.57","563","407","58.04","10","4","71.43","11.60","91.75","1.034","245","381","142","988","63.31","523","572","276","65.46"
"635","Matt Carle","S.J","D","62","1026.3333333333","995","638","60.93","776","465","62.53","556","326","63.04","46","38","54.76","512","294","63.52","209","119","63.72","28","25","52.83","303","175","63.39","6","9","40.00","425","278","60.46","12","3","80.00","8.27","88.34","0.966","168","224","98","866","63.16","331","331","167","66.47"
"6","Sergei Fedorov","CBJ, WSH","C","68","1201.8333333333","1212","779","60.87","923","616","59.97","659","456","59.10","58","45","56.31","533","330","61.76","207","124","62.54","29","21","58.00","326","206","61.28","16","13","55.17","571","372","60.55","9","9","50.00","8.80","90.13","0.989","243","307","188","753","56.38","436","422","319","57.75"
"601","Thomas Vanek","BUF","L","82","1381.95","1478","957","60.70","1159","724","61.55","851","544","61.00","94","63","59.87","699","426","62.13","309","165","65.19","55","28","66.27","390","261","59.91","18","20","47.37","687","470","59.38","21","12","63.64","11.05","88.42","0.995","283","291","142","841","66.59","494","433","264","65.17"
"709","Lukas Kaspar","S.J","L","3","36.733333333333","43","28","60.56","31","20","60.78","28","16","63.64","1","3","25.00","20","14","58.82","4","7","36.36","0","1","0.00","16","7","69.57","1","1","50.00","20","11","64.52","0","1","0.00","3.57","81.25","0.848","4","8","3","28","57.14","10","11","6","62.50"
"66","Sandis Ozolinsh","S.J","D","39","662.26666666667","683","445","60.55","519","335","60.77","381","237","61.65","38","28","57.58","351","195","64.29","162","73","68.94","21","13","61.76","189","122","60.77","9","12","42.86","304","210","59.14","8","2","80.00","9.97","88.19","0.982","130","137","53","483","71.04","245","225","100","71.01"
"534","Petr Prucha","NYR","R","62","721.56666666667","729","477","60.45","558","356","61.05","390","266","59.45","29","16","64.44","372","249","59.90","157","109","59.02","12","9","57.14","215","140","60.56","12","5","70.59","301","184","62.06","4","2","66.67","7.44","93.98","1.014","101","147","40","509","71.63","255","239","99","72.03"
"240","Daniel Cleary","DET","R","63","1095.35","1120","733","60.44","871","582","59.94","647","438","59.63","67","40","62.62","468","362","56.39","183","154","54.30","39","22","63.93","285","208","57.81","16","11","59.26","566","300","65.36","12","7","63.16","10.36","90.87","1.012","214","302","181","830","54.18","359","412","278","56.36"
"850","Patrick Kane","CHI","R","82","1505.9833333333","1420","930","60.43","1108","739","59.99","866","576","60.06","99","64","60.74","705","460","60.52","293","183","61.55","51","37","57.95","412","277","59.80","27","13","67.50","646","391","62.30","21","10","67.74","11.43","88.89","1.003","336","392","154","926","68.57","558","565","278","66.75"
"526","Tomas Fleischmann","WSH","L","75","946.66666666667","998","656","60.34","745","516","59.08","532","383","58.14","47","42","52.81","477","317","60.08","170","111","60.50","28","22","56.00","307","206","59.84","12","14","46.15","465","294","61.26","7","6","53.85","8.83","89.03","0.979","211","220","80","649","72.51","337","325","171","66.34"
"95","Jason Arnott","NSH","C","79","1499.8","1574","1037","60.28","1223","821","59.83","895","610","59.47","103","53","66.03","761","479","61.37","306","175","63.62","52","32","61.90","455","304","59.95","33","11","75.00","711","467","60.36","17","6","73.91","11.51","91.31","1.028","289","395","159","888","64.51","545","581","329","62.36"
"195","Matt Cullen","CAR","C","59","995.58333333333","1143","754","60.25","867","576","60.08","624","437","58.81","71","39","64.55","530","364","59.28","229","167","57.83","36","23","61.02","301","197","60.44","20","13","60.61","514","329","60.97","14","3","82.35","11.38","91.08","1.025","249","262","127","593","66.22","422","376","238","63.94"
"494","Marek Zidlicky","NSH","D","79","1645.3","1700","1124","60.20","1308","904","59.13","955","686","58.20","95","62","60.51","790","496","61.43","313","192","61.98","44","30","59.46","477","304","61.08","29","18","61.70","770","537","58.91","22","10","68.75","9.95","90.96","1.009","280","333","163","1000","63.21","631","537","307","67.27"
"332","Henrik Sedin","VAN","C","82","1600.3","1678","1111","60.16","1307","858","60.37","946","602","61.11","104","56","65.00","819","486","62.76","391","203","65.82","57","32","64.04","428","283","60.20","27","14","65.85","722","515","58.37","18","9","66.67","10.99","90.70","1.017","362","362","244","966","59.74","617","513","413","59.90"
"329","Jason Blake","TOR","L","82","1460.3333333333","1668","1113","59.98","1253","855","59.44","905","620","59.34","78","61","56.12","850","536","61.33","339","199","63.01","43","32","57.33","511","337","60.26","21","22","48.84","720","487","59.65","14","5","73.68","8.62","90.16","0.988","232","360","153","1049","60.26","476","552","329","59.13"
"59","Markus Naslund","VAN","L","82","1425.4166666667","1447","966","59.97","1130","761","59.76","816","536","60.36","84","55","60.43","673","420","61.57","319","190","62.67","48","31","60.76","354","230","60.62","22","14","61.11","656","456","58.99","13","9","59.09","10.29","89.74","1.000","330","313","123","1051","72.85","562","444","266","67.87"
"84","Jere Lehtinen","DAL","R","48","908.05","866","578","59.97","663","437","60.27","477","307","60.84","61","32","65.59","410","258","61.38","150","90","62.50","34","14","70.83","260","168","60.75","18","12","60.00","404","278","59.24","9","5","64.29","12.79","89.58","1.024","153","213","152","585","50.16","311","322","234","57.06"
