"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"294","Alexander Steen","STL","L","34","1984-03-01","Winnipeg","MB","CAN","SWE","72","211","2002","TOR","1","24","24"
"356","Alexander Sulzer","BUF, VAN","D","34","1984-05-30","Kaufbeuren","","DEU","DEU","73","198","2003","NSH","3","24","92"
"837","Alexander Urbom","N.J","D","27","1990-12-20","Stockholm","","SWE","SWE","76","215","2009","N.J","3","12","73"
"364","Alexandre Bolduc","PHX","C","33","1985-06-26","Montreal","QC","CAN","CAN","75","200","2003","STL","4","26","127"
"312","Alexandre Burrows","VAN","L","37","1981-04-11","Pincourt","QC","CAN","CAN","73","197","-","-","-","-","-"
"152","Alexandre Giroux","CBJ","L","37","1981-06-16","Quebec City","QC","CAN","CAN","75","208","1999","OTT","7","27","213"
"355","Alexandre Picard","PIT","D","33","1985-07-05","Gatineau","QC","CAN","CAN","75","215","2003","PHI","3","17","85"
"431","Alexei Emelin","MTL","D","32","1986-04-25","Togliatti","","RUS","RUS","74","218","2004","MTL","3","19","84"
"115","Alexei Ponikarovsky","CAR, N.J","L","38","1980-04-09","Kiev","","UKR","UKR","76","225","1998","TOR","4","1","87"
"304","Andre Deveaux","NYR","C","34","1984-02-23","Freeport","","BHS","BHS","75","239","2002","MTL","6","16","182"
"763","Andre Petersson","OTT","R","28","1990-09-11","Olofstrom","","SWE","SWE","69","175","2008","OTT","4","18","109"
"845","Andreas Engqvist","MTL","C","30","1987-12-23","Stockholm","","SWE","SWE","76","199","-","-","-","-","-"
"184","Andreas Lilja","PHI","D","43","1975-07-13","Helsingborg","","SWE","SWE","75","220","2000","L.A","2","24","54"
"596","Andreas Nodl","CAR, PHI","R","31","1987-02-28","Vienna","","AUT","AUT","73","196","2006","PHI","2","9","39"
"322","Andrei Kostitsyn","MTL, NSH","L","33","1985-02-03","Novopolotsk","","BLR","BLR","72","214","2003","MTL","1","10","10"
"766","Andrei Loktionov","L.A","C","28","1990-05-30","Voskresensk","","RUS","RUS","71","190","2008","L.A","5","2","123"
"124","Andrei Markov","MTL","D","39","1978-12-20","Voskresensk","","RUS","RUS","72","200","1998","MTL","6","17","162"
"413","Andrej Meszaros","PHI","D","33","1985-10-13","Povaská Bystrica","","SVK","SVK","74","223","2004","OTT","1","23","23"
"430","Andrej Sekera","BUF","D","32","1986-06-08","Bojnice","","SVK","SVK","72","200","2004","BUF","3","6","71"
"243","Andrew Alberts","VAN","D","37","1981-06-30","Minneapolis","MN","USA","USA","77","218","2001","BOS","6","14","179"
"21","Andrew Brunette","CHI","L","45","1973-08-24","Sudbury","ON","CAN","CAN","73","215","1993","WSH","7","18","174"
"494","Andrew Cogliano","ANA","L","31","1987-06-14","Toronto","ON","CAN","CAN","70","177","2005","EDM","1","25","25"
"543","Andrew Desjardins","S.J","L","32","1986-07-27","Lively","ON","CAN","CAN","73","195","-","-","-","-","-"
"614","Andrew Ebbett","VAN","C","35","1983-01-02","Vernon","BC","CAN","CAN","69","174","-","-","-","-","-"
"88","Andrew Ference","BOS","D","39","1979-03-17","Edmonton","AB","CAN","CAN","71","182","1997","PIT","8","18","208"
"455","Andrew Gordon","ANA","R","32","1985-12-13","Porters Lake","NS","CAN","CAN","72","194","2004","WSH","7","4","197"
"383","Andrew Joudrey","CBJ","C","34","1984-07-15","Halifax","NS","CAN","CAN","70","185","2003","WSH","8","20","249"
"402","Andrew Ladd","WPG","L","32","1985-12-12","Maple Ridge","BC","CAN","CAN","75","192","2004","CAR","1","4","4"
"602","Andrew MacDonald","NYI","D","32","1986-09-07","Judique","NS","CAN","CAN","73","204","2006","NYI","6","7","160"
"249","Andrew Murray","S.J","C","37","1981-11-06","Selkirk","MB","CAN","CAN","74","210","2001","CBJ","8","15","242"
"883","Andrew Shaw","CHI","C","27","1991-07-20","Belleville","ON","CAN","CAN","71","182","2011","CHI","5","18","139"
"553","Andy Greene","N.J","D","36","1982-10-30","Trenton","MI","USA","USA","71","190","-","-","-","-","-"
"162","Andy McDonald","STL","L","41","1977-08-25","Strathroy","ON","CAN","CAN","70","175","-","-","-","-","-"
"878","Andy Miele","PHX","C","30","1988-04-15","Grosse Pointe Woods","MI","USA","USA","67","169","-","-","-","-","-"
"94","Andy Sutton","EDM","D","43","1975-03-10","Kingston","ON","CAN","CAN","78","245","-","-","-","-","-"
"335","Anthony Stewart","CAR","R","33","1985-01-05","LaSalle","QC","CAN","CAN","75","230","2003","FLA","1","25","25"
"185","Antoine Vermette","CBJ, PHX","C","36","1982-07-20","St. Agapit","QC","CAN","CAN","73","197","2000","OTT","2","25","55"
"295","Anton Babchuk","CGY","D","34","1984-05-06","Kiev","","UKR","UKR","77","200","2002","CHI","1","21","21"
"802","Anton Lander","EDM","C","27","1991-04-24","Sundsvall","","SWE","SWE","72","184","2009","EDM","2","10","40"
"538","Anton Stralman","NYR","D","32","1986-08-01","Tibro","","SWE","SWE","71","190","2005","TOR","7","22","216"
"173","Anton Volchenkov","N.J","D","36","1982-02-25","Moscow","","RUS","RUS","73","220","2000","OTT","1","21","21"
"198","Antti Miettinen","WPG","R","38","1980-07-03","Hämeenlinna","","FIN","FIN","72","190","2000","DAL","7","27","224"
"486","Anze Kopitar","L.A","C","31","1987-08-24","Jesenice","","SVN","SVN","75","225","2005","L.A","1","11","11"
"58","Arron Asham","PIT","R","40","1978-04-13","Portage La Prairie","MB","CAN","CAN","71","210","1996","MTL","3","19","71"
"599","Artem Anisimov","NYR","C","30","1988-05-24","Yaroslavl","","RUS","RUS","76","198","2006","NYR","2","24","54"
"567","Arturs Kulda","WPG","D","30","1988-07-25","Riga","","LVA","LVA","74","215","2006","ATL","7","17","200"
"346","B.J. Crombeen","STL","R","33","1985-07-10","Denver","CO","USA","USA","74","209","2003","DAL","2","24","54"
"136","Barret Jackman","STL","D","37","1981-03-05","Trail","BC","CAN","CAN","72","203","1999","STL","1","17","17"
"298","Ben Eager","EDM","L","34","1984-01-22","Ottawa","ON","CAN","CAN","74","226","2002","PHX","1","23","23"
"849","Ben Holmstrom","PHI","C","31","1987-04-09","Colorado Springs","CO","USA","USA","73","203","-","-","-","-","-"
"627","Ben Lovejoy","PIT","D","34","1984-02-20","Concord","NH","USA","USA","73","205","-","-","-","-","-"
"575","Ben Maxwell","ANA, WPG","C","30","1988-03-30","North Vancouver","BC","CAN","CAN","73","195","2006","MTL","2","19","49"
"777","Ben Smith","CHI","R","30","1988-07-11","Winston-Salem","NC","USA","USA","71","203","2008","CHI","6","18","169"
"606","Benn Ferriero","S.J","R","31","1987-04-29","Boston","MA","USA","USA","71","195","2006","PHX","7","13","196"
"481","Benoit Pouliot","BOS","L","32","1986-09-29","Alfred","ON","CAN","CAN","75","200","2005","MIN","1","4","4"
"647","Bill Sweatt","VAN","L","30","1988-09-21","Elburn","IL","USA","USA","72","190","2007","CHI","2","8","38"
"550","Bill Thomas","FLA","R","35","1983-06-20","Pittsburgh","PA","USA","USA","73","185","-","-","-","-","-"
"519","Blair Jones","CGY, T.B","C","32","1986-09-27","Central Butte","SK","CAN","CAN","74","216","2005","T.B","4","11","102"
"419","Blake Comeau","CGY, NYI","L","32","1986-02-18","Meadow Lake","SK","CAN","CAN","73","200","2004","NYI","2","17","47"
"608","Blake Geoffrion","MTL, NSH","C","30","1988-02-03","Plantation","FL","USA","USA","73","190","2006","NSH","2","26","56"
"403","Blake Wheeler","WPG","R","32","1986-08-31","Plymouth","MN","USA","USA","77","225","2004","PHX","1","5","5"
"852","Bobby Butler","OTT","R","31","1987-04-26","Marlborough","MA","USA","USA","72","189","-","-","-","-","-"
"479","Bobby Ryan","ANA","R","31","1987-03-17","Cherry Hill","NJ","USA","USA","74","209","2005","ANA","1","2","2"
"609","Bobby Sanguinetti","CAR","D","30","1988-02-29","Trenton","NJ","USA","USA","75","188","2006","NYR","1","21","21"
"280","Boyd Gordon","PHX","C","35","1983-10-19","Unity","SK","CAN","CAN","72","200","2002","WSH","1","17","17"
"547","Bracken Kearns","FLA","C","37","1981-05-12","North Vancouver","BC","CAN","CAN","72","188","-","-","-","-","-"
"174","Brad Boyes","BUF","R","36","1982-04-17","Mississauga","ON","CAN","CAN","72","199","2000","TOR","1","24","24"
"664","Brad Malone","COL","C","29","1989-05-20","Miramichi","NB","CAN","CAN","73","217","2007","COL","4","14","105"
"558","Brad Marchand","BOS","L","30","1988-05-11","Halifax","NS","CAN","CAN","69","181","2006","BOS","3","8","71"
"625","Brad Mills","N.J","C","35","1983-05-03","Terrace","BC","CAN","CAN","72","195","-","-","-","-","-"
"110","Brad Richards","NYR","C","38","1980-05-02","Murray Hbr.","PE","CAN","CAN","72","199","1998","T.B","3","6","64"
"370","Brad Richardson","L.A","R","33","1985-02-04","Belleville","ON","CAN","CAN","72","190","2003","COL","5","27","163"
"469","Brad Staubitz","MIN, MTL","R","34","1984-07-28","Edmonton","AB","CAN","CAN","73","207","-","-","-","-","-"
"97","Brad Stuart","DET","D","39","1979-11-06","Rocky Mountain House","AB","CAN","CAN","74","215","1998","S.J","1","3","3"
"180","Brad Winchester","S.J","L","37","1981-03-01","Madison","WI","USA","USA","77","230","2000","EDM","2","5","35"
"854","Brandon Bollig","CHI","L","31","1987-01-31","St. Charles","MO","USA","USA","74","220","-","-","-","-","-"
"424","Brandon Dubinsky","NYR","C","32","1986-04-29","Anchorage","AK","USA","USA","74","205","2004","NYR","2","30","60"
"846","Brandon Manning","PHI","D","28","1990-06-04","Prince George","BC","CAN","CAN","73","205","-","-","-","-","-"
"758","Brandon McMillan","ANA","L","28","1990-03-22","Richmond","BC","CAN","CAN","71","190","2008","ANA","3","24","85"
"827","Brandon Pirri","CHI","R","27","1991-04-10","Toronto","ON","CAN","CAN","72","186","2009","CHI","2","29","59"
"429","Brandon Prust","NYR","L","34","1984-03-16","London","ON","CAN","CAN","72","195","2004","CGY","3","5","70"
"884","Brandon Saad","CHI","L","26","1992-10-27","Pittsburgh","PA","USA","USA","73","206","2011","CHI","2","13","43"
"251","Brandon Segal","T.B","R","35","1983-07-12","Richmond","BC","CAN","CAN","74","215","2002","NSH","4","6","102"
"666","Brandon Sutter","CAR","C","29","1989-02-14","Huntington","NY","USA","CAN","75","190","2007","CAR","1","11","11"
"460","Brandon Yip","COL, NSH","R","33","1985-04-25","Vancouver","BC","CAN","CAN","73","198","2004","COL","8","12","239"
"823","Brayden McNabb","BUF","D","27","1991-01-21","Davidson","SK","CAN","CAN","76","212","2009","BUF","3","5","66"
"807","Brayden Schenn","PHI","C","27","1991-08-22","Saskatoon","SK","CAN","CAN","73","200","2009","L.A","1","5","5"
"320","Braydon Coburn","PHI","D","33","1985-02-27","Shaunavon","SK","CAN","CAN","77","223","2003","ATL","1","8","8"
"228","Brendan Bell","NYR","D","35","1983-03-31","Ottawa","ON","CAN","CAN","74","205","2001","TOR","3","2","65"
"498","Brendan Mikkelson","T.B","D","31","1987-06-22","Regina","SK","CAN","CAN","75","210","2005","ANA","2","1","31"
"18","Brendan Morrison","CGY, CHI","C","43","1975-08-15","Pitt Meadows","BC","CAN","CAN","71","176","1993","N.J","2","13","39"
"665","Brendan Smith","DET","D","29","1989-02-08","Mimico","ON","CAN","CAN","74","195","2007","DET","1","27","27"
"847","Brenden Dillon","DAL","D","28","1990-11-13","New Westminster","BC","CAN","CAN","76","225","-","-","-","-","-"
"81","Brenden Morrow","DAL","L","39","1979-01-16","Carlyle","SK","CAN","CAN","71","212","1997","DAL","1","25","25"
"330","Brent Burns","S.J","D","33","1985-03-09","Barrie","ON","CAN","CAN","77","230","2003","MIN","1","20","20"
"325","Brent Seabrook","CHI","D","33","1985-04-20","Richmond","BC","CAN","CAN","75","220","2003","CHI","1","14","14"
"861","Brett Bulmer","MIN","R","26","1992-04-26","Prince George","BC","CAN","CAN","76","212","2010","MIN","2","9","39"
"438","Brett Carson","CGY","D","33","1985-11-29","Regina","SK","CAN","CAN","76","210","2004","CAR","4","11","109"
"64","Brett Clark","T.B","D","41","1976-12-23","Wapella","SK","CAN","CAN","72","194","1996","MTL","6","19","154"
"870","Brett Connolly","T.B","R","26","1992-05-02","Campbell River","BC","CAN","CAN","75","195","2010","T.B","1","6","6"
"546","Brett Festerling","WPG","D","32","1986-03-03","Prince George","BC","CAN","CAN","73","210","-","-","-","-","-"
"397","Brett Lebda","CBJ","D","36","1982-01-15","Buffalo Grove","IL","USA","USA","69","195","-","-","-","-","-"
"656","Brett MacLean","WPG","L","29","1988-12-24","London","ON","CAN","CAN","74","201","2007","PHX","2","2","32"
"367","Brett Sterling","STL","L","34","1984-04-24","Los Angeles","CA","USA","USA","67","175","2003","ATL","5","9","145"
"530","Brett Sutter","CAR","L","31","1987-06-02","Viking","AB","CAN","CAN","72","200","2005","CGY","6","17","179"
"336","Brian Boyle","NYR","C","33","1984-12-18","Hingham","MA","USA","USA","78","245","2003","L.A","1","26","26"
"86","Brian Campbell","FLA","D","39","1979-05-23","Strathroy","ON","CAN","CAN","70","192","1997","BUF","6","22","156"
"113","Brian Gionta","MTL","R","39","1979-01-18","Rochester","NY","USA","USA","67","178","1998","N.J","3","24","82"
"485","Brian Lee","OTT, T.B","D","31","1987-03-26","Moorhead","MN","USA","USA","75","200","2005","OTT","1","9","9"
"146","Brian McGrattan","NSH","R","37","1981-09-02","Hamilton","ON","CAN","CAN","76","235","1999","L.A","4","8","104"
"4","Brian Rolston","BOS, NYI","R","45","1973-02-21","Flint","MI","USA","USA","74","215","1991","N.J","1","11","11"
"595","Brian Strait","PIT","D","30","1988-01-04","Waltham","MA","USA","USA","73","188","2006","PIT","3","2","65"
"245","Brooks Laich","WSH","C","35","1983-06-23","Wawota","SK","CAN","CAN","74","200","2001","OTT","6","28","193"
"171","Brooks Orpik","PIT","D","38","1980-09-26","San Francisco","CA","USA","USA","75","217","2000","PIT","1","18","18"
"372","Bruno Gervais","T.B","D","34","1984-10-03","Longueuil","QC","CAN","CAN","73","200","2003","NYI","6","15","182"
"98","Bryan Allen","CAR","D","38","1980-08-21","Kingston","ON","CAN","CAN","77","223","1998","VAN","1","4","4"
"418","Bryan Bickell","CHI","L","32","1986-03-09","Bowmanville","ON","CAN","CAN","76","223","2004","CHI","2","11","41"
"557","Bryan Little","WPG","C","31","1987-11-12","Edmonton","AB","CAN","CAN","72","191","2006","ATL","1","12","12"
"395","Bryan Rodney","EDM","D","34","1984-04-22","London","ON","CAN","CAN","72","195","-","-","-","-","-"
"34","Bryce Salvador","N.J","D","42","1976-02-11","Brandon","MB","CAN","CAN","75","215","1994","T.B","6","8","138"
"360","Byron Bitz","VAN","R","34","1984-07-21","Saskatoon","SK","CAN","CAN","77","215","2003","BOS","4","6","107"
"643","Cade Fairchild","STL","D","29","1989-01-15","Duluth","MN","USA","USA","71","190","2007","STL","4","5","96"
"577","Cal Clutterbuck","MIN","R","31","1987-11-18","Welland","ON","CAN","CAN","71","216","2006","MIN","3","9","72"
"526","Cal O'Reilly","NSH, PHX, PIT","C","32","1986-09-30","Toronto","ON","CAN","CAN","72","188","2005","NSH","5","25","150"
"814","Calvin de Haan","NYI","D","27","1991-05-09","Carp","ON","CAN","CAN","73","195","2009","NYI","1","12","12"
"774","Cam Atkinson","CBJ","R","29","1989-06-05","Riverside","CT","USA","USA","68","179","2008","CBJ","6","6","157"
"401","Cam Barker","EDM","D","32","1986-04-04","Winnipeg","MB","CAN","CAN","75","223","2004","CHI","1","3","3"
"863","Cam Fowler","ANA","D","27","1991-12-05","Windsor","ON","CAN","USA","73","206","2010","ANA","1","12","12"
"273","Cam Janssen","N.J","R","34","1984-04-15","St. Louis","MO","USA","USA","72","215","2002","N.J","4","21","117"
"674","Carl Gunnarsson","TOR","D","32","1986-11-09","Orebro","","SWE","SWE","74","198","2007","TOR","7","13","194"
"695","Carl Hagelin","NYR","L","30","1988-08-23","Sodertalje","","SWE","SWE","71","186","2007","NYR","6","17","168"
"799","Carl Klingberg","WPG","L","27","1991-01-28","Gothenburg","","SWE","SWE","75","188","2009","ATL","2","4","34"
"586","Carl Sneep","PIT","D","31","1987-11-05","St. Louis Park","MN","USA","USA","76","210","2006","PIT","2","2","32"
"215","Carlo Colaiacovo","STL","D","35","1983-01-27","Toronto","ON","CAN","CAN","73","202","2001","TOR","1","17","17"
"663","Carson McMillan","MIN","R","30","1988-09-10","Brandon","MB","CAN","CAN","73","196","2007","MIN","7","19","200"
"796","Carter Ashton","TOR","R","27","1991-04-01","Winnipeg","MB","CAN","CAN","75","215","2009","T.B","1","29","29"
"879","Carter Camper","BOS","C","30","1988-07-06","Cleveland","OH","USA","USA","69","188","-","-","-","-","-"
"834","Casey Cizikas","NYI","C","27","1991-02-27","Toronto","ON","CAN","CAN","71","195","2009","NYI","4","1","92"
"848","Casey Wellman","MIN","C","31","1987-10-18","Brentwood","CA","USA","USA","72","173","-","-","-","-","-"
"257","Chad LaRose","CAR","R","36","1982-03-27","Fraser","MI","USA","USA","70","181","-","-","-","-","-"
"539","Chad Rau","MIN","C","31","1987-01-18","Eden Prairie","MN","USA","USA","71","198","2005","TOR","7","34","228"
"880","Chay Genoway","MIN","D","31","1986-12-20","Swan River","MB","CAN","CAN","69","177","-","-","-","-","-"
"516","Chris Butler","CGY","D","32","1986-10-27","St. Louis","MO","USA","USA","73","196","2005","BUF","4","5","96"
"311","Chris Campoli","MTL","D","34","1984-07-09","Mississauga","ON","CAN","CAN","72","200","2004","NYI","7","34","227"
"551","Chris Conner","DET","R","34","1983-12-23","Westland","MI","USA","USA","67","181","-","-","-","-","-"
"297","Chris Higgins","VAN","L","35","1983-06-02","Smithtown","NY","USA","USA","72","205","2002","MTL","1","14","14"
"145","Chris Kelly","BOS","C","38","1980-11-11","Toronto","ON","CAN","CAN","72","190","1999","OTT","3","28","94"
"313","Chris Kunitz","PIT","L","39","1979-09-26","Regina","SK","CAN","CAN","72","188","-","-","-","-","-"
"713","Chris Mueller","NSH","C","32","1986-03-06","West Seneca","NY","USA","USA","71","196","-","-","-","-","-"
"123","Chris Neil","OTT","R","39","1979-06-18","Flesherton","ON","CAN","CAN","73","209","1998","OTT","6","16","161"
"47","Chris Phillips","OTT","D","40","1978-03-09","Calgary","AB","CAN","CAN","75","219","1996","OTT","1","1","1"
"387","Chris Porter","STL","L","34","1984-05-29","Toronto","ON","CAN","CAN","73","206","2003","CHI","9","21","282"
"12","Chris Pronger","PHI","D","44","1974-10-10","Dryden","ON","CAN","CAN","78","188","1993","HFD","1","2","2"
"573","Chris Stewart","STL","R","31","1987-10-30","Toronto","ON","CAN","CAN","74","242","2006","COL","1","18","18"
"604","Chris Summers","PHX","D","30","1988-02-05","Ann Arbor","MI","USA","USA","74","207","2006","PHX","1","29","29"
"225","Chris Thorburn","WPG","R","35","1983-06-03","Sault Ste. Marie","ON","CAN","CAN","75","235","2001","BUF","2","20","50"
"517","Chris VandeVelde","EDM","C","31","1987-03-15","Moorhead","MN","USA","USA","74","190","2005","EDM","4","6","97"
"235","Christian Ehrhoff","BUF","D","36","1982-07-06","Moers","","DEU","DEU","74","201","2001","S.J","4","10","106"
"857","Christopher Tanev","VAN","D","28","1989-12-20","Toronto","ON","CAN","CAN","74","197","-","-","-","-","-"
"213","Chuck Kobasew","COL","R","36","1982-04-17","Vancouver","BC","CAN","CAN","72","192","2001","CGY","1","14","14"
"353","Clarke MacArthur","TOR","L","33","1985-04-06","Lloydminster","AB","CAN","CAN","72","192","2003","BUF","3","6","74"
"580","Claude Giroux","PHI","C","30","1988-01-12","Hearst","ON","CAN","CAN","71","185","2006","PHI","1","22","22"
"548","Clay Wilson","CGY","D","35","1983-04-05","Sturgeon Lake","MN","USA","USA","72","195","-","-","-","-","-"
"389","Clayton Stoner","MIN","D","33","1985-02-19","Port McNeill","BC","CAN","CAN","76","216","2004","MIN","3","14","79"
"651","Cody Almond","MIN","C","29","1989-07-24","Calgary","AB","CAN","CAN","74","199","2007","MIN","5","19","140"
"515","Cody Bass","CBJ","C","31","1987-01-07","Owen sound","ON","CAN","CAN","72","205","2005","OTT","4","4","95"
"836","Cody Eakin","WSH","C","27","1991-05-24","Winnipeg","MB","CAN","CAN","72","190","2009","WSH","3","24","85"
"511","Cody Franson","TOR","D","31","1987-08-08","Sicamous","BC","CAN","CAN","77","224","2005","NSH","3","18","79"
"741","Cody Goloubef","CBJ","D","29","1989-11-30","Mississauga","ON","CAN","CAN","73","200","2008","CBJ","2","7","37"
"723","Cody Hodgson","BUF, VAN","C","28","1990-02-18","Toronto","ON","CAN","CAN","72","191","2008","VAN","1","10","10"
"238","Cody McCormick","BUF","C","35","1983-04-18","London","ON","CAN","CAN","74","222","2001","COL","5","13","144"
"472","Cody McLeod","COL","L","34","1984-06-26","Binscarth","MB","CAN","CAN","74","204","-","-","-","-","-"
"217","Colby Armstrong","TOR","R","36","1982-11-23","Lloydminster","SK","CAN","CAN","74","185","2001","PIT","1","21","21"
"744","Colby Robak","FLA","D","28","1990-04-24","Dauphin","MB","CAN","CAN","75","194","2008","FLA","2","16","46"
"351","Colin Fraser","L.A","C","33","1985-01-28","Sicamous","BC","CAN","CAN","73","190","2003","PHI","3","1","69"
"536","Colin Greening","OTT","C","32","1986-03-09","St. John's","NL","CAN","CAN","74","210","2005","OTT","7","10","204"
"345","Colin McDonald","PIT","R","34","1984-09-30","Wethersfield","CT","USA","USA","74","219","2003","EDM","2","21","51"
"237","Colin Stuart","BUF","L","36","1982-07-08","Rochester","MN","USA","USA","74","205","2001","ATL","5","4","135"
"56","Colin White","S.J","D","40","1977-12-12","New glasgow","NS","CAN","CAN","76","215","1996","N.J","2","23","49"
"722","Colin Wilson","NSH","C, L","29","1989-10-20","Greenwich","CT","USA","USA","73","221","2008","NSH","1","7","7"
"727","Colten Teubert","EDM","D","28","1990-03-08","White Rock","BC","CAN","CAN","76","195","2008","L.A","1","13","13"
"673","Colton Gillies","CBJ, MIN","C","29","1989-02-12","White Rock","BC","CAN","CAN","76","208","2007","MIN","1","16","16"
"199","Colton Orr","TOR","R","36","1982-03-03","Winnipeg","MB","CAN","CAN","75","222","-","-","-","-","-"
"337","Corey Perry","ANA","R","33","1985-05-16","Peterborough","ON","CAN","CAN","75","206","2003","ANA","1","28","28"
"363","Corey Potter","EDM","D","34","1984-01-05","Lansing","MI","USA","USA","75","204","2003","NYR","4","21","122"
"676","Corey Tropp","BUF","R","29","1989-07-25","Grosse Pointe Woods","MI","USA","USA","72","192","2007","BUF","3","28","89"
"591","Cory Emmerton","DET","C","30","1988-06-01","St. Thomas","ON","CAN","CAN","72","191","2006","DET","2","11","41"
"53","Cory Sarich","CGY","D","40","1978-08-16","Saskatoon","SK","CAN","CAN","76","207","1996","BUF","2","1","27"
"65","Craig Adams","PIT","R","41","1977-04-26","Seria","","BRN","CAN","72","200","1996","HFD","9","8","223"
"833","Craig Smith","NSH","R","29","1989-09-05","Madison","WI","USA","USA","73","208","2009","NSH","4","7","98"
"396","Curtis Glencross","CGY","L","35","1982-12-28","Kindersley","SK","CAN","CAN","73","197","-","-","-","-","-"
"51","Dainius Zubrus","N.J","C","40","1978-06-16","Elektrenai","","LTU","LTU","77","225","1996","PHI","1","15","15"
"762","Dale Weise","VAN","R","30","1988-08-05","Winnipeg","MB","CAN","CAN","74","206","2008","NYR","4","20","111"
"782","Dalton Prout","CBJ","D","28","1990-03-13","Kingsville","ON","CAN","CAN","75","215","2010","CBJ","6","4","154"
"93","Dan Boyle","S.J","D","42","1976-07-12","Ottawa","ON","CAN","CAN","71","194","-","-","-","-","-"
"544","Dan Girardi","NYR","D","34","1984-04-29","Welland","ON","CAN","CAN","73","212","-","-","-","-","-"
"211","Dan Hamhuis","VAN","D","35","1982-12-13","Smithers","BC","CAN","CAN","73","204","2001","NSH","1","12","12"
"668","Dana Tyrell","T.B","C","29","1989-04-23","Airdrie","AB","CAN","CAN","70","192","2007","T.B","2","17","47"
"420","Dane Byers","CBJ","L","32","1986-02-21","Nipawin","SK","CAN","CAN","75","204","2004","NYR","2","18","48"
"33","Daniel Alfredsson","OTT","R","45","1972-12-11","Gothenburg","","SWE","SWE","71","203","1994","OTT","6","3","133"
"50","Daniel Briere","PHI","C","41","1977-10-06","Gatineau","QC","CAN","CAN","69","174","1996","PHX","1","24","24"
"352","Daniel Carcillo","CHI","L","33","1985-01-28","King City","ON","CAN","CAN","72","200","2003","PIT","3","5","73"
