"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"571","Alex Goligoski","PIT","D","33","1985-07-30","Grand Rapids","MN","USA","USA","71","185","2004","PIT","2","31","61"
"23","Alex Kovalev","OTT","R","45","1973-02-24","Togliatti","","RUS","RUS","74","222","1991","NYR","1","15","15"
"540","Alex Ovechkin","WSH","L","33","1985-09-17","Moscow","","RUS","RUS","75","235","2004","WSH","1","1","1"
"838","Alex Pietrangelo","STL","D","28","1990-01-18","King City","ON","CAN","CAN","75","210","2008","STL","1","4","4"
"795","Alex Plante","EDM","D","29","1989-05-09","Brandon","MB","CAN","CAN","76","230","2007","EDM","1","15","15"
"178","Alex Tanguay","T.B","L","39","1979-11-21","Ste-Justine","QC","CAN","CAN","73","194","1998","COL","1","12","12"
"580","Alexander Edler","VAN","D","32","1986-04-21","Ostersund","","SWE","SWE","75","212","2004","VAN","3","26","91"
"392","Alexander Semin","WSH","R","34","1984-03-03","Krasnojarsk","","RUS","RUS","74","211","2002","WSH","1","13","13"
"417","Alexander Steen","STL","L","34","1984-03-01","Winnipeg","MB","CAN","SWE","72","211","2002","TOR","1","24","24"
"491","Alexander Sulzer","NSH","D","34","1984-05-30","Kaufbeuren","","DEU","DEU","73","198","2003","NSH","3","24","92"
"500","Alexandre Bolduc","VAN","C","33","1985-06-26","Montreal","QC","CAN","CAN","75","200","2003","STL","4","26","127"
"435","Alexandre Burrows","VAN","L","37","1981-04-11","Pincourt","QC","CAN","CAN","73","197","-","-","-","-","-"
"240","Alexandre Giroux","WSH","L","37","1981-06-16","Quebec City","QC","CAN","CAN","75","208","1999","OTT","7","27","213"
"489","Alexandre Picard","CAR, OTT","D","33","1985-07-05","Gatineau","QC","CAN","CAN","75","215","2003","PHI","3","17","85"
"546","Alexandre Picard","CBJ","L","33","1985-10-09","Les Saules","QC","CAN","CAN","74","206","2004","CBJ","1","8","8"
"196","Alexei Ponikarovsky","PIT, TOR","L","38","1980-04-09","Kiev","","UKR","UKR","76","225","1998","TOR","4","1","87"
"46","Anders Eriksson","NYR, PHX","D","43","1975-01-09","Bollnas","","SWE","SWE","75","224","1993","DET","1","22","22"
"427","Andre Deveaux","TOR","C","34","1984-02-23","Freeport","","BHS","BHS","75","239","2002","MTL","6","16","182"
"283","Andreas Lilja","DET","D","43","1975-07-13","Helsingborg","","SWE","SWE","75","220","2000","L.A","2","24","54"
"755","Andreas Nodl","PHI","R","31","1987-02-28","Vienna","","AUT","AUT","73","196","2006","PHI","2","9","39"
"811","Andreas Thuresson","NSH","R","31","1987-11-18","Kristianstad","","SWE","SWE","73","206","2007","NSH","5","23","144"
"450","Andrei Kostitsyn","MTL","L","33","1985-02-03","Novopolotsk","","BLR","BLR","72","214","2003","MTL","1","10","10"
"854","Andrei Loktionov","L.A","C","28","1990-05-30","Voskresensk","","RUS","RUS","71","190","2008","L.A","5","2","123"
"208","Andrei Markov","MTL","D","39","1978-12-20","Voskresensk","","RUS","RUS","72","200","1998","MTL","6","17","162"
"555","Andrej Meszaros","T.B","D","33","1985-10-13","Povaská Bystrica","","SVK","SVK","74","223","2004","OTT","1","23","23"
"577","Andrej Sekera","BUF","D","32","1986-06-08","Bojnice","","SVK","SVK","72","200","2004","BUF","3","6","71"
"352","Andrew Alberts","CAR, VAN","D","37","1981-06-30","Minneapolis","MN","USA","USA","77","218","2001","BOS","6","14","179"
"751","Andrew Bodnarchuk","BOS","D","30","1988-07-11","Drumheller","AB","CAN","CAN","71","195","2006","BOS","5","5","128"
"59","Andrew Brunette","MIN","L","45","1973-08-24","Sudbury","ON","CAN","CAN","73","215","1993","WSH","7","18","174"
"652","Andrew Cogliano","EDM","L","31","1987-06-14","Toronto","ON","CAN","CAN","70","177","2005","EDM","1","25","25"
"770","Andrew Ebbett","ANA, CHI, MIN","C","35","1983-01-02","Vernon","BC","CAN","CAN","69","174","-","-","-","-","-"
"164","Andrew Ference","BOS","D","39","1979-03-17","Edmonton","AB","CAN","CAN","71","182","1997","PIT","8","18","208"
"607","Andrew Gordon","WSH","R","32","1985-12-13","Porters Lake","NS","CAN","CAN","72","194","2004","WSH","7","4","197"
"543","Andrew Ladd","CHI","L","32","1985-12-12","Maple Ridge","BC","CAN","CAN","75","192","2004","CAR","1","4","4"
"762","Andrew MacDonald","NYI","D","32","1986-09-07","Judique","NS","CAN","CAN","73","204","2006","NYI","6","7","160"
"362","Andrew Murray","CBJ","C","37","1981-11-06","Selkirk","MB","CAN","CAN","74","210","2001","CBJ","8","15","242"
"184","Andrew Peters","N.J","L","38","1980-05-05","St. Catharines","ON","CAN","CAN","76","240","1998","BUF","2","7","34"
"714","Andy Greene","N.J","D","36","1982-10-30","Trenton","MI","USA","USA","71","190","-","-","-","-","-"
"278","Andy Hilbert","MIN","L","37","1981-02-06","Howell","MI","USA","USA","70","188","2000","BOS","2","7","37"
"256","Andy McDonald","STL","L","41","1977-08-25","Strathroy","ON","CAN","CAN","70","175","-","-","-","-","-"
"171","Andy Sutton","NYI, OTT","D","43","1975-03-10","Kingston","ON","CAN","CAN","78","245","-","-","-","-","-"
"538","Andy Wozniewski","BOS","D","38","1980-05-25","Buffalo Grove","IL","USA","USA","77","225","-","-","-","-","-"
"835","Anssi Salmela","ATL, N.J","D","34","1984-08-13","Nokia","","FIN","FIN","73","200","-","-","-","-","-"
"284","Antoine Vermette","CBJ","C","36","1982-07-20","St. Agapit","QC","CAN","CAN","73","197","2000","OTT","2","25","55"
"874","Anton Klementyev","NYI","D","28","1990-03-25","Togliatti","","RUS","RUS","73","198","2009","NYI","5","1","122"
"696","Anton Stralman","CBJ","D","32","1986-08-01","Tibro","","SWE","SWE","71","190","2005","TOR","7","22","216"
"267","Anton Volchenkov","OTT","D","36","1982-02-25","Moscow","","RUS","RUS","73","220","2000","OTT","1","21","21"
"299","Antti Miettinen","MIN","R","38","1980-07-03","Hämeenlinna","","FIN","FIN","72","190","2000","DAL","7","27","224"
"642","Anze Kopitar","L.A","C","31","1987-08-24","Jesenice","","SVN","SVN","75","225","2005","L.A","1","11","11"
"121","Arron Asham","PHI","R","40","1978-04-13","Portage La Prairie","MB","CAN","CAN","71","210","1996","MTL","3","19","71"
"757","Artem Anisimov","NYR","C","30","1988-05-24","Yaroslavl","","RUS","RUS","76","198","2006","NYR","2","24","54"
"725","Arturs Kulda","ATL","D","30","1988-07-25","Riga","","LVA","LVA","74","215","2006","ATL","7","17","200"
"479","B.J. Crombeen","STL","R","33","1985-07-10","Denver","CO","USA","USA","74","209","2003","DAL","2","24","54"
"225","Barret Jackman","STL","D","37","1981-03-05","Trail","BC","CAN","CAN","72","203","1999","STL","1","17","17"
"421","Ben Eager","CHI","L","34","1984-01-22","Ottawa","ON","CAN","CAN","74","226","2002","PHX","1","23","23"
"162","Ben Guite","NSH","R","40","1978-07-17","Montreal","QC","CAN","CAN","73","210","1997","MTL","7","11","172"
"780","Ben Lovejoy","PIT","D","34","1984-02-20","Concord","NH","USA","USA","73","205","-","-","-","-","-"
"735","Ben Maxwell","MTL","C","30","1988-03-30","North Vancouver","BC","CAN","CAN","73","195","2006","MTL","2","19","49"
"599","Ben Walter","N.J","C","34","1984-05-11","Beaconsfield","QC","CAN","CAN","73","190","2004","BOS","5","31","160"
"764","Benn Ferriero","S.J","R","31","1987-04-29","Boston","MA","USA","USA","71","195","2006","PHX","7","13","196"
"637","Benoit Pouliot","MIN, MTL","L","32","1986-09-29","Alfred","ON","CAN","CAN","75","200","2005","MIN","1","4","4"
"11","Bill Guerin","PIT","R","48","1970-11-09","Worcester","MA","USA","USA","74","220","1989","N.J","1","5","5"
"186","Blair Betts","PHI","C","38","1980-02-16","Edmonton","AB","CAN","CAN","75","210","1998","CGY","2","6","33"
"682","Blair Jones","T.B","C","32","1986-09-27","Central Butte","SK","CAN","CAN","74","216","2005","T.B","4","11","102"
"563","Blake Comeau","NYI","L","32","1986-02-18","Meadow Lake","SK","CAN","CAN","73","200","2004","NYI","2","17","47"
"544","Blake Wheeler","BOS","R","32","1986-08-31","Plymouth","MN","USA","USA","77","225","2004","PHX","1","5","5"
"878","Bobby Butler","OTT","R","31","1987-04-26","Marlborough","MA","USA","USA","72","189","-","-","-","-","-"
"635","Bobby Ryan","ANA","R","31","1987-03-17","Cherry Hill","NJ","USA","USA","74","209","2005","ANA","1","2","2"
"766","Bobby Sanguinetti","NYR","D","30","1988-02-29","Trenton","NJ","USA","USA","75","188","2006","NYR","1","21","21"
"548","Boris Valabik","ATL","D","32","1986-02-14","Nitra","","SVK","SVK","79","255","2004","ATL","1","10","10"
"401","Boyd Gordon","WSH","C","35","1983-10-19","Unity","SK","CAN","CAN","72","200","2002","WSH","1","17","17"
"123","Boyd Kane","WSH","L","40","1978-04-18","Swift Current","SK","CAN","CAN","74","229","1998","NYR","4","28","114"
"270","Brad Boyes","STL","R","36","1982-04-17","Mississauga","ON","CAN","CAN","72","199","2000","TOR","1","24","24"
"83","Brad Lukowich","VAN","D","42","1976-08-12","Cranbrook","BC","CAN","CAN","73","191","1994","NYI","4","12","90"
"718","Brad Marchand","BOS","L","30","1988-05-11","Halifax","NS","CAN","CAN","69","181","2006","BOS","3","8","71"
"15","Brad May","DET","L","47","1971-11-29","Toronto","ON","CAN","CAN","73","213","1990","BUF","1","14","14"
"190","Brad Richards","DAL","C","38","1980-05-02","Murray Hbr.","PE","CAN","CAN","72","199","1998","T.B","3","6","64"
"507","Brad Richardson","L.A","R","33","1985-02-04","Belleville","ON","CAN","CAN","72","190","2003","COL","5","27","163"
"623","Brad Staubitz","S.J","R","34","1984-07-28","Edmonton","AB","CAN","CAN","73","207","-","-","-","-","-"
"174","Brad Stuart","DET","D","39","1979-11-06","Rocky Mountain House","AB","CAN","CAN","74","215","1998","S.J","1","3","3"
"277","Brad Winchester","STL","L","37","1981-03-01","Madison","WI","USA","USA","77","230","2000","EDM","2","5","35"
"358","Brandon Bochenski","T.B","R","36","1982-04-04","Blaine","MN","USA","USA","73","195","2001","OTT","7","27","223"
"570","Brandon Dubinsky","NYR","C","32","1986-04-29","Anchorage","AK","USA","USA","74","205","2004","NYR","2","30","60"
"576","Brandon Prust","CGY, NYR","L","34","1984-03-16","London","ON","CAN","CAN","72","195","2004","CGY","3","5","70"
"364","Brandon Segal","DAL, L.A","R","35","1983-07-12","Richmond","BC","CAN","CAN","74","215","2002","NSH","4","6","102"
"798","Brandon Sutter","CAR","C","29","1989-02-14","Huntington","NY","USA","CAN","75","190","2007","CAR","1","11","11"
"614","Brandon Yip","COL","R","33","1985-04-25","Vancouver","BC","CAN","CAN","73","198","2004","COL","8","12","239"
"879","Brayden Irwin","TOR","C","31","1987-03-24","Toronto","ON","CAN","CAN","77","215","-","-","-","-","-"
"870","Brayden Schenn","L.A","C","27","1991-08-22","Saskatoon","SK","CAN","CAN","73","200","2009","L.A","1","5","5"
"448","Braydon Coburn","PHI","D","33","1985-02-27","Shaunavon","SK","CAN","CAN","77","223","2003","ATL","1","8","8"
"656","Brendan Mikkelson","ANA","D","31","1987-06-22","Regina","SK","CAN","CAN","75","210","2005","ANA","2","1","31"
"51","Brendan Morrison","WSH","C","43","1975-08-15","Pitt Meadows","BC","CAN","CAN","71","176","1993","N.J","2","13","39"
"44","Brendan Witt","NYI","D","43","1975-02-20","Humboldt","SK","CAN","CAN","74","223","1993","WSH","1","11","11"
"151","Brenden Morrow","DAL","L","39","1979-01-16","Carlyle","SK","CAN","CAN","71","212","1997","DAL","1","25","25"
"459","Brent Burns","MIN","D","33","1985-03-09","Barrie","ON","CAN","CAN","77","230","2003","MIN","1","20","20"
"453","Brent Seabrook","CHI","D","33","1985-04-20","Richmond","BC","CAN","CAN","75","220","2003","CHI","1","14","14"
"101","Brent Sopel","CHI","D","41","1977-01-07","Calgary","AB","CAN","CAN","74","205","1995","VAN","6","14","144"
"586","Brett Carson","CAR","D","33","1985-11-29","Regina","SK","CAN","CAN","76","210","2004","CAR","4","11","109"
"130","Brett Clark","COL","D","41","1976-12-23","Wapella","SK","CAN","CAN","72","194","1996","MTL","6","19","154"
"704","Brett Festerling","ANA","D","32","1986-03-03","Prince George","BC","CAN","CAN","73","210","-","-","-","-","-"
"537","Brett Lebda","DET","D","36","1982-01-15","Buffalo Grove","IL","USA","USA","69","195","-","-","-","-","-"
"691","Brett Sutter","CGY","L","31","1987-06-02","Viking","AB","CAN","CAN","72","200","2005","CGY","6","17","179"
"464","Brian Boyle","NYR","C","33","1984-12-18","Hingham","MA","USA","USA","78","245","2003","L.A","1","26","26"
"160","Brian Campbell","CHI","D","39","1979-05-23","Strathroy","ON","CAN","CAN","70","192","1997","BUF","6","22","156"
"194","Brian Gionta","MTL","R","39","1979-01-18","Rochester","NY","USA","USA","67","178","1998","N.J","3","24","82"
"641","Brian Lee","OTT","D","31","1987-03-26","Moorhead","MN","USA","USA","75","200","2005","OTT","1","9","9"
"234","Brian McGrattan","CGY","R","37","1981-09-02","Hamilton","ON","CAN","CAN","76","235","1999","L.A","4","8","104"
"254","Brian Pothier","CAR, WSH","D","41","1977-04-15","New Bedford","MA","USA","USA","72","204","-","-","-","-","-"
"219","Brian Rafalski","DET","D","45","1973-09-28","Dearborn","MI","USA","USA","70","194","-","-","-","-","-"
"22","Brian Rolston","N.J","R","45","1973-02-21","Flint","MI","USA","USA","74","215","1991","N.J","1","11","11"
"272","Brian Sutherby","DAL","C","36","1982-03-01","Edmonton","AB","CAN","CAN","74","208","2000","WSH","1","26","26"
"129","Brian Willsie","COL","R","40","1978-03-16","Belmont","ON","CAN","CAN","73","202","1996","COL","6","11","146"
"827","Brock Trotter","MTL","L","31","1987-01-16","Brandon","MB","CAN","CAN","70","180","-","-","-","-","-"
"354","Brooks Laich","WSH","C","35","1983-06-23","Wawota","SK","CAN","CAN","74","200","2001","OTT","6","28","193"
"265","Brooks Orpik","PIT","D","38","1980-09-26","San Francisco","CA","USA","USA","75","217","2000","PIT","1","18","18"
"509","Bruno Gervais","NYI","D","34","1984-10-03","Longueuil","QC","CAN","CAN","73","200","2003","NYI","6","15","182"
"175","Bryan Allen","FLA","D","38","1980-08-21","Kingston","ON","CAN","CAN","77","223","1998","VAN","1","4","4"
"562","Bryan Bickell","CHI","L","32","1986-03-09","Bowmanville","ON","CAN","CAN","76","223","2004","CHI","2","11","41"
"717","Bryan Little","ATL","C","31","1987-11-12","Edmonton","AB","CAN","CAN","72","191","2006","ATL","1","12","12"
"52","Bryan McCabe","FLA","D","43","1975-06-08","St. Catharines","ON","CAN","CAN","74","223","1993","NYI","2","14","40"
"534","Bryan Rodney","CAR","D","34","1984-04-22","London","ON","CAN","CAN","72","195","-","-","-","-","-"
"85","Bryce Salvador","N.J","D","42","1976-02-11","Brandon","MB","CAN","CAN","75","215","1994","T.B","6","8","138"
"495","Byron Bitz","BOS, FLA","R","34","1984-07-21","Saskatoon","SK","CAN","CAN","77","215","2003","BOS","4","6","107"
"737","Cal Clutterbuck","MIN","R","31","1987-11-18","Welland","ON","CAN","CAN","71","216","2006","MIN","3","9","72"
"689","Cal O'Reilly","NSH","C","32","1986-09-30","Toronto","ON","CAN","CAN","72","188","2005","NSH","5","25","150"
"542","Cam Barker","CHI, MIN","D","32","1986-04-04","Winnipeg","MB","CAN","CAN","75","223","2004","CHI","1","3","3"
"394","Cam Janssen","STL","R","34","1984-04-15","St. Louis","MO","USA","USA","72","215","2002","N.J","4","21","117"
"803","Carl Gunnarsson","TOR","D","32","1986-11-09","Orebro","","SWE","SWE","74","198","2007","TOR","7","13","194"
"320","Carlo Colaiacovo","STL","D","35","1983-01-27","Toronto","ON","CAN","CAN","73","202","2001","TOR","1","17","17"
"575","Casey Borer","CAR","D","33","1985-07-28","Minneapolis","MN","USA","USA","74","205","2004","CAR","3","4","69"
"876","Casey Wellman","MIN","C","31","1987-10-18","Brentwood","CA","USA","USA","72","173","-","-","-","-","-"
"608","Chad Kolarik","CBJ","C","32","1986-01-26","Abington","PA","USA","USA","71","178","2004","PHX","7","6","199"
"371","Chad LaRose","CAR","R","36","1982-03-27","Fraser","MI","USA","USA","70","181","-","-","-","-","-"
"437","Charles Linglet","EDM","L","36","1982-06-22","Montreal","QC","CAN","CAN","74","205","-","-","-","-","-"
"561","Chris Bourque","PIT, WSH","L","32","1986-01-29","Boston","MA","USA","USA","68","174","2004","WSH","2","3","33"
"679","Chris Butler","BUF","D","32","1986-10-27","St. Louis","MO","USA","USA","73","196","2005","BUF","4","5","96"
"434","Chris Campoli","OTT","D","34","1984-07-09","Mississauga","ON","CAN","CAN","72","200","2004","NYI","7","34","227"
"3","Chris Chelios","ATL","D","56","1962-01-25","Chicago","IL","USA","USA","72","191","1981","MTL","2","19","40"
"81","Chris Clark","CBJ, WSH","R","42","1976-03-08","South Windsor","CT","USA","USA","72","191","1994","CGY","3","25","77"
"711","Chris Conner","PIT","R","34","1983-12-23","Westland","MI","USA","USA","67","181","-","-","-","-","-"
"80","Chris Drury","NYR","C","42","1976-08-20","Trumbull","CT","USA","USA","70","191","1994","QUE","3","20","72"
"708","Chris Durno","COL","L","38","1980-10-31","Scarborough","ON","CAN","CAN","76","223","-","-","-","-","-"
"420","Chris Higgins","CGY, NYR","L","35","1983-06-02","Smithtown","NY","USA","USA","72","205","2002","MTL","1","14","14"
"233","Chris Kelly","OTT","C","38","1980-11-11","Toronto","ON","CAN","CAN","72","190","1999","OTT","3","28","94"
"439","Chris Kunitz","PIT","L","39","1979-09-26","Regina","SK","CAN","CAN","72","188","-","-","-","-","-"
"438","Chris Minard","EDM","L","37","1981-11-18","Owen sound","ON","CAN","CAN","73","190","-","-","-","-","-"
"207","Chris Neil","OTT","R","39","1979-06-18","Flesherton","ON","CAN","CAN","73","209","1998","OTT","6","16","161"
"106","Chris Phillips","OTT","D","40","1978-03-09","Calgary","AB","CAN","CAN","75","219","1996","OTT","1","1","1"
"40","Chris Pronger","PHI","D","44","1974-10-10","Dryden","ON","CAN","CAN","78","188","1993","HFD","1","2","2"
"731","Chris Stewart","COL","R","31","1987-10-30","Toronto","ON","CAN","CAN","74","242","2006","COL","1","18","18"
"333","Chris Thorburn","ATL","R","35","1983-06-03","Sault Ste. Marie","ON","CAN","CAN","75","235","2001","BUF","2","20","50"
"344","Christian Ehrhoff","VAN","D","36","1982-07-06","Moers","","DEU","DEU","74","201","2001","S.J","4","10","106"
"859","Christian Hanson","TOR","C","32","1986-03-10","Glens Falls,","NY","USA","USA","76","228","-","-","-","-","-"
"345","Christoph Schubert","ATL","D","36","1982-02-05","Munich","","DEU","DEU","75","230","2001","OTT","4","31","127"
"318","Chuck Kobasew","BOS, MIN","R","36","1982-04-17","Vancouver","BC","CAN","CAN","72","192","2001","CGY","1","14","14"
"486","Clarke MacArthur","ATL, BUF","L","33","1985-04-06","Lloydminster","AB","CAN","CAN","72","192","2003","BUF","3","6","74"
"739","Claude Giroux","PHI","C","30","1988-01-12","Hearst","ON","CAN","CAN","71","185","2006","PHI","1","22","22"
"707","Clay Wilson","FLA","D","35","1983-04-05","Sturgeon Lake","MN","USA","USA","72","195","-","-","-","-","-"
"527","Clayton Stoner","MIN","D","33","1985-02-19","Port McNeill","BC","CAN","CAN","76","216","2004","MIN","3","14","79"
"793","Cody Almond","MIN","C","29","1989-07-24","Calgary","AB","CAN","CAN","74","199","2007","MIN","5","19","140"
"673","Cody Franson","NSH","D","31","1987-08-08","Sicamous","BC","CAN","CAN","77","224","2005","NSH","3","18","79"
"627","Cody McLeod","COL","L","34","1984-06-26","Binscarth","MB","CAN","CAN","74","204","-","-","-","-","-"
"323","Colby Armstrong","ATL","R","36","1982-11-23","Lloydminster","SK","CAN","CAN","74","185","2001","PIT","1","21","21"
"484","Colin Fraser","CHI","C","33","1985-01-28","Sicamous","BC","CAN","CAN","73","190","2003","PHI","3","1","69"
"478","Colin McDonald","EDM","R","34","1984-09-30","Wethersfield","CT","USA","USA","74","219","2003","EDM","2","21","51"
"117","Colin White","N.J","D","40","1977-12-12","New glasgow","NS","CAN","CAN","76","215","1996","N.J","2","23","49"
"842","Colin Wilson","NSH","C, L","29","1989-10-20","Greenwich","CT","USA","USA","73","221","2008","NSH","1","7","7"
"301","Colton Orr","TOR","R","36","1982-03-03","Winnipeg","MB","CAN","CAN","75","222","-","-","-","-","-"
"858","Corey Elkins","L.A","C","33","1985-02-23","West Bloomfield","MI","USA","USA","74","214","-","-","-","-","-"
"496","Corey Locke","NYR","C","34","1984-05-08","Toronto","ON","CAN","CAN","69","175","2003","MTL","4","12","113"
"466","Corey Perry","ANA","R","33","1985-05-16","Peterborough","ON","CAN","CAN","75","206","2003","ANA","1","28","28"
"499","Corey Potter","NYR","D","34","1984-01-05","Lansing","MI","USA","USA","75","204","2003","NYR","4","21","122"
"778","Cory Murphy","N.J","D","40","1978-02-13","Kanata","ON","CAN","CAN","69","175","-","-","-","-","-"
"114","Cory Sarich","CGY","D","40","1978-08-16","Saskatoon","SK","CAN","CAN","76","207","1996","BUF","2","1","27"
"30","Cory Stillman","FLA","L","44","1973-12-20","Peterborough","ON","CAN","CAN","72","193","1992","CGY","1","6","6"
"131","Craig Adams","PIT","R","41","1977-04-26","Seria","","BRN","CAN","72","200","1996","HFD","9","8","223"
"9","Craig Conroy","CGY","C","47","1971-09-04","Potsdam","NY","USA","USA","74","193","1990","MTL","6","18","123"
"33","Craig Rivet","BUF","D","44","1974-09-13","North Bay","ON","CAN","CAN","74","207","1992","MTL","3","20","68"
"536","Curtis Glencross","CGY","L","35","1982-12-28","Kindersley","SK","CAN","CAN","73","197","-","-","-","-","-"
"112","Dainius Zubrus","N.J","C","40","1978-06-16","Elektrenai","","LTU","LTU","77","225","1996","PHI","1","15","15"
"170","Dan Boyle","S.J","D","42","1976-07-12","Ottawa","ON","CAN","CAN","71","194","-","-","-","-","-"
"701","Dan Girardi","NYR","D","34","1984-04-29","Welland","ON","CAN","CAN","73","212","-","-","-","-","-"
"316","Dan Hamhuis","NSH","D","35","1982-12-13","Smithers","BC","CAN","CAN","73","204","2001","NSH","1","12","12"
"862","Dan Sexton","ANA","R","31","1987-04-29","Apple Valley","MN","USA","USA","69","180","-","-","-","-","-"
"564","Dane Byers","NYR","L","32","1986-02-21","Nipawin","SK","CAN","CAN","75","204","2004","NYR","2","18","48"
"84","Daniel Alfredsson","OTT","R","45","1972-12-11","Gothenburg","","SWE","SWE","71","203","1994","OTT","6","3","133"
"111","Daniel Briere","PHI","C","41","1977-10-06","Gatineau","QC","CAN","CAN","69","174","1996","PHX","1","24","24"
"485","Daniel Carcillo","PHI","L","33","1985-01-28","King City","ON","CAN","CAN","72","200","2003","PIT","3","5","73"
"149","Daniel Cleary","DET","R","39","1978-12-18","Carbonear","NL","CAN","CAN","73","205","1997","CHI","1","13","13"
"415","Daniel Paille","BOS, BUF","L","34","1984-04-15","Welland","ON","CAN","CAN","73","188","2002","BUF","1","20","20"
"220","Daniel Sedin","VAN","L","38","1980-09-26","Ornskoldsvik","","SWE","SWE","73","190","1999","VAN","1","2","2"
"617","Daniel Winnik","PHX","L","33","1985-03-06","Toronto","ON","CAN","CAN","74","210","2004","PHX","9","7","265"
"487","Danny Irmen","MIN","C","34","1984-09-06","Fargo","ND","USA","USA","72","182","2003","MIN","3","10","78"
"535","Danny Syvret","PHI","D","33","1985-06-13","Millgrove","ON","CAN","CAN","72","205","2005","EDM","3","20","81"
"259","Dany Heatley","S.J","L","37","1981-01-21","Freiburg","","DEU","CAN","75","212","2000","ATL","1","2","2"
"295","Darcy Hordichuk","VAN","L","38","1980-08-10","Kamsack","SK","CAN","CAN","73","215","2000","ATL","6","13","180"
"57","Darcy Tucker","COL","R","43","1975-03-15","Castor","AB","CAN","CAN","70","178","1993","MTL","6","21","151"
"246","Darren Haydar","COL","R","39","1979-10-22","Toronto","ON","CAN","CAN","69","170","1999","NSH","9","5","248"
"685","Darren Helm","DET","C","31","1987-01-21","St. Andrews","MB","CAN","CAN","72","196","2005","DET","5","7","132"
"779","Darroll Powe","PHI","C","33","1985-06-22","Saskatoon","SK","CAN","CAN","71","212","-","-","-","-","-"
"17","Darryl Sydor","STL","D","46","1972-05-13","Edmonton","AB","CAN","CAN","73","211","1990","L.A","1","7","7"
"560","Dave Bolland","CHI","C","32","1986-06-05","Mimico","ON","CAN","CAN","72","188","2004","CHI","2","2","32"
"74","Dave Scatchard","NSH","C","42","1976-02-20","Hinton","AB","CAN","CAN","75","220","1994","VAN","2","16","42"
"482","David Backes","STL","R","34","1984-05-01","Minneapolis","MN","USA","USA","75","215","2003","STL","2","32","62"
"567","David Booth","FLA","L","34","1984-11-24","Detroit","MI","USA","USA","72","212","2004","FLA","2","23","53"
"531","David Clarkson","N.J","R","34","1984-03-31","Toronto","ON","CAN","CAN","72","207","-","-","-","-","-"
"703","David Desharnais","MTL","C","32","1986-09-14","Laurier-Station","QC","CAN","CAN","67","180","-","-","-","-","-"
"268","David Hale","T.B","D","37","1981-06-18","Colorado Springs","CO","USA","USA","73","222","2000","N.J","1","22","22"
"526","David Jones","COL","R","34","1984-08-10","Guelph","ON","CAN","CAN","75","208","2003","COL","9","27","288"
"291","David Koci","COL","L","37","1981-05-12","Prague","","CZE","CZE","78","238","2000","PIT","5","16","146"
"572","David Krejci","BOS","C","32","1986-04-28","Sternberk","","CZE","CZE","72","188","2004","BOS","2","33","63"
"591","David Laliberte","PHI","R","32","1986-03-17","St-Jean-Sur-Richelie","QC","CAN","CAN","73","194","2004","PHI","4","26","124"
"173","David Legwand","NSH","C","38","1980-08-17","Detroit","MI","USA","USA","74","207","1998","NSH","1","2","2"
